rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
457.02,0.3026525000000001,89,656,128,58724,-42.751771809999994,0.0005,6090,0.4095761179924011
466.51,0.28108750000000016,92,657,132,60540,-6.041348539999994,0.0005,6316,0.3092082366347313
468.65,0.2729650000000001,93,657,136,61224,21.155420260000007,0.0005,6402,0.4040352553129196
468.14,0.25007,95,658,140,63152,43.47280516,0.0005,6642,0.6210493445396423
467.38,0.22470499999999993,99,659,144,65288,69.52982289999998,0.0005,6910,0.14187530428171158
470.05,0.2033775,105,633,148,67084,94.39930496000001,0.0005,7134,0.7485525384545326
467.1,0.18428250000000002,108,632,152,68692,111.89769674000001,0.0005,7336,0.3897440880537033
474.52,0.1643800000000002,111,630,156,70368,129.43239887,0.0005,7544,0.349174901843071
481.39,0.14390750000000008,114,630,160,72092,144.02133917999998,0.0005,7760,0.17636608704924583
481.38,0.11745000000000017,117,629,164,74320,157.31344868,0.0005,8038,0.18534352630376816
495.19,0.08799999999999997,122,628,168,76800,166.80873391,0.0005,8348,1.3968710899353027
508.48,0.060782500000000295,125,629,172,79092,181.46389761999998,0.0005,8636,0.29687821865081787
513.27,0.05,129,631,176,81448,192.88939667000005,0.0005,8930,0.6030168235301971
518.46,0.05,137,611,180,83928,204.28523563,0.0005,9240,0.3938206136226654
521.76,0.05,140,613,184,86388,219.42493092,0.0005,9548,0.348625048995018
521.54,0.05,143,614,188,87972,227.71654131,0.0005,9746,0.4057003855705261
517.35,0.05,145,615,192,89740,240.87164588999997,0.0005,9966,0.3209022432565689
509.43,0.05,147,616,196,91016,257.43577036000005,0.0005,10126,0.3750065863132477
503.73,0.05,151,612,200,92432,267.03298490000003,0.0005,10302,0.8403298556804657
498.79,0.05,154,612,204,94564,281.40522837000003,0.0005,10570,0.776926189661026
493.46,0.05,157,612,208,96480,294.85790291999996,0.0005,10808,0.2064681276679039
488.14,0.05,160,610,212,98020,302.36391179000003,0.0005,11002,0.30030591040849686
478.57,0.05,162,610,216,99476,307.13436763,0.0005,11184,0.52632075548172
474.53,0.05,170,593,220,101232,309.84700183,0.0005,11402,0.3174933195114136
473.48,0.05,174,593,224,103328,309.94199305,0.0005,11664,1.1428813338279724
472.02,0.05,176,593,228,104936,313.57427341999994,0.0005,11866,0.19039540365338326
468.15,0.05,180,593,232,106884,315.69845886,0.0005,12110,0.25287383049726486
469.85,0.05,183,593,236,108676,319.16320569,0.0005,12334,0.17800875008106232
473.66,0.05,185,594,240,110400,319.77819249000004,0.0005,12548,0.38358941674232483
471.09,0.05,188,594,244,112092,318.94828303,0.0005,12760,0.3990545719861984
465.06,0.05,190,595,248,113464,318.70433878000006,0.0005,12932,0.4766690284013748
466.8,0.05,192,596,252,114924,322.29182734,0.0005,13114,0.6676872372627258
461.78,0.05,194,596,256,116364,325.81768321999994,0.0005,13294,0.4276000186800957
457.66,0.05,202,583,260,118080,330.73000912000003,0.0005,13508,0.5674187541007996
458.28,0.05,205,583,264,119920,338.06104172,0.0005,13738,0.7912097573280334
449.68,0.05,209,580,268,121652,348.28669421,0.0005,13956,0.5078123360872269
442.37,0.05,212,579,272,123172,353.96517637,0.0005,14146,0.5323885977268219
442.07,0.05,215,580,276,125012,355.5275372,0.0005,14376,0.37588244676589966
437.15,0.05,217,581,280,126676,361.70089707,0.0005,14584,1.5372473299503326
430.77,0.05,220,582,284,128244,363.67330049000003,0.0005,14780,0.5068089384585619
427.3,0.05,224,583,288,130724,370.06681197,0.0005,15090,0.7042882144451141
427.59,0.05,226,584,292,132408,370.99275089,0.0005,15300,0.43521375954151154
428.85,0.05,233,575,296,134116,370.99231916,0.0005,15514,0.4406310170888901
428.0,0.05,235,576,300,135768,374.45375227000005,0.0005,15720,0.4080040603876114
427.76,0.05,238,576,304,137304,374.41136364,0.0005,15912,0.6155506074428558
428.22,0.05,240,577,308,139136,374.05308822000006,0.0005,16140,0.4876016192138195
425.03,0.05,243,577,312,140592,374.19304857000003,0.0005,16322,0.29573333263397217
427.45,0.05,245,578,316,142168,374.69769803,0.0005,16520,0.46612782776355743
430.71,0.05,248,580,320,144392,372.07284676,0.0005,16798,0.4351632669568062
429.68,0.05,251,581,324,145960,372.00484387000006,0.0005,16994,0.21685819327831268
424.89,0.05,253,582,328,147448,371.93008608,0.0005,17180,0.8302028477191925
427.63,0.05,256,583,332,149520,371.18163236,0.0005,17438,0.5702344179153442
428.66,0.05,262,577,336,151616,368.83265364000005,0.0005,17700,0.27665451169013977
428.78,0.05,264,578,340,153224,370.52504521000003,0.0005,17902,0.27517399191856384
426.57,0.05,266,579,344,154736,368.36347333000003,0.0005,18090,0.407971128821373
429.09,0.05,269,581,348,156656,361.26964196,0.0005,18330,0.7038297057151794
423.85,0.05,270,582,352,157620,349.8549621599999,0.0005,18452,0.8052809834480286
426.2,0.05,273,583,356,159492,348.51602949999995,0.0005,18686,0.37213195860385895
427.69,0.05,275,584,360,161228,341.24381906,0.0005,18902,0.476379856467247
429.89,0.05,277,586,364,162868,333.8261454500001,0.0005,19108,1.0708737075328827
427.07,0.05,281,587,368,165188,323.44686486,0.0005,19398,1.2017975449562073
428.76,0.05,282,587,372,166348,313.1402166,0.0005,19542,0.7695928514003754
427.62,0.05,290,580,376,168344,315.17410579,0.0005,19792,0.43026435375213623
426.62,0.05,291,581,380,169680,310.9586192,0.0005,19958,0.7188204675912857
430.48,0.05,294,582,384,171784,307.65902741,0.0005,20222,0.5688755288720131
429.31,0.05,297,583,388,173584,305.44179278,0.0005,20446,0.8659619092941284
431.04,0.05,300,584,392,175344,304.56454697000004,0.0005,20666,0.26986344903707504
430.47,0.05,302,585,396,176976,304.27980049,0.0005,20870,0.2950482964515686
434.26,0.05,305,586,400,179260,303.50972159,0.0005,21156,0.8872824609279633
437.3,0.05,308,586,404,181088,294.8245316,0.0005,21384,0.5860759019851685
434.0,0.05,310,587,408,182580,294.63453121,0.0005,21572,0.46781982481479645
436.08,0.05,316,581,412,184144,293.80985333,0.0005,21766,0.26083154045045376
436.53,0.05,320,582,416,186584,296.33361279999997,0.0005,22072,0.2173195257782936
434.97,0.05,322,583,420,188216,298.48231081,0.0005,22276,0.6540881395339966
432.64,0.05,324,583,424,189692,300.4763315,0.0005,22460,0.5738143175840378
438.63,0.05,328,584,428,192172,291.1378991,0.0005,22770,0.8003501892089844
437.49,0.05,330,585,432,193552,286.0688235,0.0005,22942,1.1637874841690063
434.5,0.05,332,586,436,194832,280.78413415,0.0005,23102,0.8530157059431076
431.51,0.05,334,586,440,196556,280.7455163900001,0.0005,23318,0.6834003031253815
430.56,0.05,336,587,444,197852,282.33822162,0.0005,23480,0.593557134270668
429.77,0.05,339,588,448,199704,290.49747311999994,0.0005,23712,0.5085216760635376
