rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
304.5,0.9758225,2,687,4,2036,-699.1180005,,,
296.375,0.9665125,3,852,8,2820,-443.452639125,,,
404.25,0.9370625000000001,4,1220,12,5300,-370.7706595,,,
440.3125,0.91089,5,1420,16,7504,-375.1100023125,,,
425.95,0.8915574999999999,5,1522,20,9132,-386.4180986,,,
426.875,0.8686625,7,1412,24,11060,-365.2710989166667,0.0005,132,0.2754449099302292
417.0,0.8535100000000001,9,1296,28,12336,-346.91984275000004,0.0005,290,0.0854710005223751
401.375,0.841825,10,1229,32,13320,-377.15109328125004,0.0005,414,0.04974837973713875
392.8611111111111,0.8223975000000001,13,1145,36,14956,-377.5925340555556,0.0005,618,0.0373538713902235
391.35,0.80069,19,856,40,16784,-364.91268312499994,0.0005,846,0.33279849588871
401.77272727272725,0.7824975000000001,21,838,44,18316,-355.6674348181818,0.0005,1038,0.40044088661670685
405.8958333333333,0.7565150000000002,24,820,48,20504,-345.2660491458334,0.0005,1312,0.15037551522254944
407.8269230769231,0.7391300000000002,27,807,52,21968,-328.79217240384617,0.0005,1494,0.09444461017847061
401.85714285714283,0.7266375,28,803,56,23020,-314.33356291071425,0.0005,1626,0.06842147186398506
397.6,0.7081600000000001,30,796,60,24576,-299.11817841666664,0.0005,1820,0.3557417765259743
397.59375,0.6897300000000002,33,790,64,26128,-287.5920916875,0.0005,2014,0.17303598672151566
390.36764705882354,0.6755749999999998,34,784,68,27320,-276.77264627941173,0.0005,2164,0.15709561854600906
383.25,0.6677850000000001,35,780,72,27976,-268.1340955,0.0005,2246,0.0471687950193882
383.13157894736844,0.6412325000000001,39,772,76,30212,-255.01600806578944,0.0005,2526,0.2164231352508068
386.7375,0.6263650000000001,40,769,80,31464,-244.82765897500002,0.0005,2682,0.3143039420247078
389.3333333333333,0.6030424999999999,48,693,84,33428,-234.79920226190478,0.0005,2928,0.14798055589199066
397.52272727272725,0.5735925,51,693,88,35908,-225.62792692045457,0.0005,3238,0.2953827232122421
401.8804347826087,0.5522175,54,690,92,37708,-213.45417582608692,0.0005,3462,0.20399589836597443
410.8958333333333,0.5231000000000001,58,691,96,40160,-205.24148939583333,0.0005,3768,0.30044760927557945
415.85,0.4936499999999999,61,690,100,42640,-194.06567917,0.0005,4078,0.28120294213294983
425.96,0.46420000000000006,65,689,104,45120,-164.98244086000003,0.0005,4388,0.26880842447280884
439.23,0.4347500000000001,69,686,108,47600,-155.76857432,0.0005,4698,0.2877589389681816
437.94,0.4053000000000001,76,655,112,50080,-138.97143604000001,0.0005,5008,0.20896867662668228
440.04,0.37946000000000024,79,657,116,52256,-116.21125681000001,0.0005,5280,0.21263575553894043
447.04,0.3523375000000002,83,656,120,54540,-86.60833892,0.0005,5566,0.33677609264850616
450.2,0.3279700000000001,86,656,124,56592,-63.56047128000001,0.0005,5822,0.27980905771255493
