time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,train/entropy_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/loss
4096,2,-513.095233,374.4,1383,1,,,,,,,,,,
8192,4,-538.1411317857143,420.64285714285717,1663,2,-2.2982316613197327,0.2,0.034765625,0.00865538,-0.006747465059743263,0.0003,10,974.50905418396,0.001611471176147461,316.9523010253906
12288,10,-440.59929733333337,437.0416666666667,1188,3,-2.2888879060745237,0.2,0.0256103515625,0.008643683,-0.005693887072266079,0.0003,20,622.5053485870361,-0.008841753005981445,320.1244201660156
16384,12,-531.7906158484848,457.54545454545456,1319,4,-2.2704764395952224,0.2,0.0399658203125,0.011243017,-0.006863122081267647,0.0003,30,450.114395904541,-0.005861043930053711,171.19412231445312
20480,19,-489.9647018780488,450.4634146341463,1025,5,-2.2622404232621194,0.2,0.002392578125,0.0051734676,-0.003332610441430006,0.0003,40,1403.4908054351806,-0.0021828413009643555,629.1286010742188
24576,22,-455.25961874509807,460.62745098039215,1102,6,-2.24612585157156,0.2,0.084326171875,0.011666905,-0.007308057497721165,0.0003,50,460.545710849762,-0.0018243789672851562,211.50132751464844
28672,24,-408.6982214067796,433.59322033898303,1155,7,-2.2472247034311295,0.2,0.0536376953125,0.01101706,-0.006580518890405074,0.0003,60,386.2236072540283,-0.000156402587890625,180.43316650390625
32768,32,-414.5447652238806,446.0149253731343,995,8,-2.2181848526000976,0.2,0.0904052734375,0.012577003,-0.007581326283980161,0.0003,70,110.41148681640625,0.1474149227142334,47.02770233154297
36864,35,-428.06159924675325,454.12987012987014,1039,9,-2.2103220924735067,0.2,0.0,0.00041828663,-0.0009605935527360998,0.0003,80,1948.204234313965,0.15731281042099,1249.297607421875
40960,44,-430.1725589761905,460.5357142857143,922,10,-2.2165858298540115,0.2,0.00341796875,0.003395028,-0.0026095791006810034,0.0003,90,629.6621809005737,0.36545330286026,354.82568359375
45056,46,-434.61410863043466,469.14130434782606,961,11,-2.2258591443300246,0.2,0.002734375,0.004907629,-0.0028784452719264665,0.0003,100,385.3533279418945,0.4558301568031311,173.2002410888672
49152,49,-421.35384573000005,472.33,996,12,-2.245901584625244,0.2,0.0406494140625,0.009736698,-0.007830667695088778,0.0003,110,135.20078206062317,0.7063955068588257,71.90958404541016
53248,57,-382.99442858000003,471.4,930,13,-2.231926803290844,0.2,0.062646484375,0.010864859,-0.008119677254580893,0.0003,120,86.8382880449295,0.8252809643745422,33.835235595703125
57344,59,-372.34594049,476.55,961,14,-2.2029308900237083,0.2,0.142041015625,0.011902466,-0.011636069120140747,0.0003,130,51.706380891799924,0.8137586116790771,27.29176902770996
61440,67,-376.72020067,471.99,907,15,-2.218596051633358,0.2,0.0,0.0012912208,-0.0013065192761132494,0.0003,140,851.681466293335,0.5935366153717041,306.6695556640625
65536,70,-346.08466530999993,463.79,932,16,-2.2038530498743056,0.2,0.0056396484375,0.007953278,-0.005071280374249909,0.0003,150,832.2154438018799,0.5544440746307373,423.4004821777344
69632,72,-343.23559909999994,467.35,958,17,-2.2005722641944887,0.2,0.099169921875,0.011238204,-0.010963813211856178,0.0003,160,109.59878518581391,0.8708372712135315,36.89442825317383
73728,80,-337.97678996,479.8,910,18,-2.1995277792215346,0.2,0.077392578125,0.010508623,-0.007122554807574488,0.0003,170,223.51105852127074,0.8195933699607849,110.70709991455078
77824,83,-358.34930622,467.34,934,19,-2.176831343770027,0.2,0.053466796875,0.008276831,-0.008481853615376168,0.0003,180,104.76880750656127,0.8776987791061401,39.23822784423828
81920,91,-283.59615098,437.62,894,20,-2.167359836399555,0.2,0.0068359375,0.0074829133,-0.0035055290136369877,0.0003,190,968.5800071716309,0.6569337248802185,541.773681640625
86016,93,-254.67808224999993,413.06,916,21,-2.1542000249028206,0.2,0.171484375,0.012645348,-0.01805821763991844,0.0003,200,85.73458507061005,0.9001867771148682,36.21956253051758
90112,99,-242.06920426,391.71,902,22,-2.134766861796379,0.2,0.0639892578125,0.010766077,-0.007420823907887097,0.0003,210,115.53881690502166,0.8261522054672241,55.35569381713867
94208,102,-213.54470674,368.53,921,23,-2.1230629235506058,0.2,0.04736328125,0.007925248,-0.006479748997662682,0.0003,220,102.04959783554077,0.8799464106559753,48.36662673950195
98304,104,-182.59516688999997,375.56,940,24,-2.0953541323542595,0.2,0.1127685546875,0.010450713,-0.01154486337909475,0.0003,230,70.35224621295929,0.868022084236145,23.823030471801758
102400,111,-171.96032445,386.64,917,25,-2.103930041193962,0.2,0.035498046875,0.008181687,-0.007216658837569412,0.0003,240,66.69938671588898,0.922336995601654,32.82419967651367
106496,113,-155.27336316999998,389.73,934,26,-2.073143331706524,0.2,0.063916015625,0.0071244733,-0.00936434375034878,0.0003,250,48.76134390830994,0.9251556396484375,21.32514762878418
110592,120,-146.1684706,390.88,914,27,-2.039870151877403,0.2,0.1088623046875,0.010818587,-0.01107966721028788,0.0003,260,74.0197250366211,0.8922857642173767,28.226398468017578
114688,123,-129.28080942,394.77,931,28,-1.9800461642444134,0.2,0.0784423828125,0.008373778,-0.007668990011734422,0.0003,270,49.083853697776796,0.9295375347137451,23.61716651916504
118784,125,-91.74474373,407.56,947,29,-1.9682799033820628,0.2,0.0739501953125,0.010083594,-0.00813733974355273,0.0003,280,45.02341357469559,0.9186760187149048,24.93358612060547
122880,132,-80.82576569999999,418.78,926,30,-1.9920991502702237,0.2,0.0801025390625,0.011482517,-0.006856424171564868,0.0003,290,82.01049046516418,0.9104318022727966,34.532649993896484
126976,134,-72.90943103,435.52,941,31,-2.0107183381915092,0.2,0.053125,0.00946874,-0.00873124314675806,0.0003,300,62.4171644449234,0.9477154612541199,28.126304626464844
131072,142,-65.34821151999999,453.06,922,32,-1.9850514955818652,0.2,0.0555419921875,0.00880963,-0.007954676026201923,0.0003,310,78.79093790054321,0.9562568068504333,26.354354858398438
135168,144,-51.41927169999999,462.16,936,33,-1.9842059098184108,0.2,0.0470458984375,0.006798107,-0.008381722409103532,0.0003,320,43.71540465354919,0.9679943323135376,17.01903533935547
139264,146,-36.04927615,481.92,949,34,-1.9992861606180667,0.2,0.07080078125,0.0075882217,-0.007237357021222124,0.0003,330,36.3898698925972,0.950384795665741,15.5437593460083
143360,152,-28.953559430000006,493.22,939,35,-2.0012108482420445,0.2,0.1251953125,0.008272441,-0.01280163267365424,0.0003,340,43.51052105426788,0.8977729678153992,18.183818817138672
147456,154,-19.910932570000003,500.56,951,36,-1.9939388141036034,0.2,0.1207763671875,0.00947839,-0.01108532330399612,0.0003,350,31.352718019485472,0.9684369564056396,9.549808502197266
151552,160,0.18845081999999988,497.82,942,37,-1.965201260894537,0.2,0.096630859375,0.011259811,-0.009702901021228172,0.0003,360,38.7563991189003,0.9358111023902893,14.97482681274414
155648,163,7.644614890000001,498.68,953,38,-1.9694697864353656,0.2,0.0884765625,0.011140985,-0.011044406806468033,0.0003,370,74.60469186306,0.959987461566925,42.94575119018555
159744,165,16.871861040000002,499.11,965,39,-1.9723930969834327,0.2,0.062451171875,0.007684832,-0.00785008376769838,0.0003,380,67.3100615978241,0.9658363461494446,34.3873176574707
163840,172,29.038704709999998,505.8,950,40,-1.9352608010172845,0.2,0.058203125,0.008261954,-0.007229758381436113,0.0003,390,53.96306872367859,0.9672316908836365,19.690235137939453
167936,174,31.861458549999995,515.39,961,41,-1.9406525038182736,0.2,0.1013916015625,0.010320146,-0.011057972315757069,0.0003,400,67.03704712390899,0.9686623215675354,20.119003295898438
172032,182,29.71833315,525.64,942,42,-1.9415463723242283,0.2,0.0564697265625,0.009562822,-0.007423919666325674,0.0003,410,76.86417589187622,0.9748758673667908,36.881874084472656
176128,184,40.89748675,534.08,953,43,-1.945943258702755,0.2,0.0746337890625,0.009434633,-0.008634465154318604,0.0003,420,54.9370197057724,0.9799416661262512,18.004987716674805
180224,191,50.56897759,536.53,940,44,-1.9186527132987976,0.2,0.0706787109375,0.008982196,-0.009084354183869436,0.0003,430,23.61005393266678,0.9835600852966309,9.884034156799316
