rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
304.5,0.9002360000000004,10,186,4,2036,-699.1180005,,,
296.375,0.86182,12,233,8,2820,-443.452639125,,,
404.25,0.7403000000000004,14,358,12,5300,-370.7706595,,,
440.3125,0.632304,17,426,16,7504,-375.1100023125,,,
425.95,0.5525319999999997,19,474,20,9132,-386.4180986,,,
442.125,0.43101200000000006,23,487,24,11612,-386.20539049999996,0.0003,100,0.28925973176956177
434.5357142857143,0.3608439999999995,25,515,28,13044,-409.45738860714283,0.0003,190,0.24718992412090302
408.125,0.33026800000000045,26,524,32,13668,-372.1820138125,0.0003,229,0.1579883098602295
392.1388888888889,0.30223999999999973,26,531,36,14240,-383.0953506388888,0.0003,264,0.6752340793609619
364.375,0.2738199999999995,28,522,40,14820,-354.28267645000005,0.0003,301,0.07839547842741013
357.45454545454544,0.17601599999999962,41,409,44,16816,-357.05607115909095,0.0003,425,0.17088979482650757
357.5416666666667,0.12838799999999984,42,422,48,17788,-358.0559129583333,0.0003,486,0.10942906141281128
349.2307692307692,0.07291999999999987,44,424,52,18920,-335.24041857692305,0.0003,557,0.36929699778556824
345.30357142857144,0.02,47,422,56,20144,-332.1771674642857,0.0003,633,0.2901057302951813
350.18333333333334,0.02,51,417,60,21632,-321.97008635,0.0003,726,0.06316686421632767
367.046875,0.02,57,416,64,24112,-309.06735535937503,0.0003,881,0.2077719122171402
377.3333333333333,0.02,64,411,68,26592,-301.0797582463769,0.0003,1036,0.08746366947889328
380.4166666666667,0.02,68,411,72,28312,-316.76205754166665,0.0003,1144,0.2193978726863861
375.9078947368421,0.02,69,420,76,29160,-333.85935898684215,0.0003,1197,0.3649022579193115
374.5125,0.02,70,437,80,30932,-321.0613010125,0.0003,1308,0.1630181521177292
379.5595238095238,0.02,72,457,84,32924,-310.5853320595238,0.0003,1432,0.2560845911502838
384.4318181818182,0.02,77,443,88,34516,-304.74878332954546,0.0003,1532,0.06664875894784927
394.67391304347825,0.02,79,466,92,36996,-304.3690779456521,0.0003,1687,0.36869433522224426
397.90625,0.02,80,483,96,39080,-296.6418790833333,0.0003,1817,0.10475340485572815
400.29,0.02,82,497,100,40852,-283.96167888,0.0003,1928,0.09129079431295395
412.0,0.02,83,516,104,43332,-256.42524391999996,0.0003,2083,0.6399162411689758
417.35,0.02,85,529,108,45008,-250.12217113,0.0003,2187,0.1097034141421318
417.35,0.02,86,547,112,47488,-242.96574723999998,0.0003,2342,0.2500538229942322
420.21,0.02,88,564,116,49968,-241.20499013999998,0.0003,2497,0.4083325266838074
428.97,0.02,93,562,120,52448,-226.6045643,0.0003,2652,0.4051211476325989
427.48,0.02,94,573,124,53992,-213.81505350999996,0.0003,2749,0.05447464808821678
434.05,0.02,95,590,128,56472,-192.72039071999995,0.0003,2904,0.14686419069766998
449.27,0.02,97,605,132,58952,-189.93833611999997,0.0003,3059,0.6361179947853088
464.19,0.02,98,621,136,61432,-171.44550342,0.0003,3214,0.17077693343162537
484.49,0.02,100,636,140,63912,-171.13278557,0.0003,3369,0.08733534812927246
497.47,0.02,102,649,144,66392,-154.05455611,0.0003,3524,0.37095868587493896
497.4,0.02,108,629,148,68072,-141.42944477,0.0003,3629,0.17382468283176422
510.26,0.02,109,637,152,69768,-142.56721999,0.0003,3735,0.16084928810596466
523.29,0.02,111,650,156,72248,-129.97063498,0.0003,3890,0.090166375041008
530.9,0.02,112,663,160,74728,-120.73352480000001,0.0003,4045,0.22062331438064575
524.42,0.02,113,672,164,76672,-115.15320640000002,0.0003,4166,0.1259065717458725
521.25,0.02,115,680,168,78312,-107.35110938999996,0.0003,4269,0.5058489441871643
520.37,0.02,116,689,172,80184,-84.93579985999997,0.0003,4386,0.21498146653175354
529.33,0.02,117,699,176,82168,-55.675480549999996,0.0003,4510,0.2192227691411972
532.99,0.02,123,683,180,84492,-49.81019895999999,0.0003,4655,0.13910233974456787
537.71,0.02,124,693,184,86628,-43.835875019999996,0.0003,4789,0.08619263768196106
543.04,0.02,126,703,188,89108,-35.63668736,0.0003,4944,0.3891284465789795
535.62,0.02,127,709,192,90700,-18.41729,0.0003,5043,1.2322996854782104
536.3,0.02,128,714,196,92088,-11.768155039999996,0.0003,5130,0.08302682638168335
537.15,0.02,130,724,200,94360,-10.977010159999999,0.0003,5272,0.087386853992939
527.2,0.02,131,728,204,95596,-8.429739900000001,0.0003,5349,0.3745705187320709
530.73,0.02,132,737,208,97912,-2.474147880000001,0.0003,5494,0.26692071557044983
522.47,0.02,134,744,212,99948,1.5060343999999974,0.0003,5621,0.05866731330752373
521.24,0.02,140,726,216,102000,18.157792009999998,0.0003,5749,0.13966354727745056
522.54,0.02,141,735,220,104480,22.279716289999996,0.0003,5904,0.8381773829460144
