rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
373.44,0.35190999999999995,143,379,136,54576,-165.22631844000003,0.0003,2785,0.48427170515060425
374.81,0.3258325000000001,150,378,140,56772,-142.78233991,0.0003,2923,0.11473516374826431
373.6,0.3019400000000001,155,378,144,58784,-133.70515903,0.0003,3048,0.12091241776943207
390.05,0.2741525,162,377,148,61124,-127.12003822000001,0.0003,3195,0.6679620146751404
390.85,0.25938000000000005,165,376,152,62368,-110.58055196999997,0.0003,3272,0.4236370027065277
402.29,0.23216250000000016,172,375,156,64660,-95.64353216999999,0.0003,3416,0.10990108549594879
411.05,0.20295000000000007,185,362,160,67120,-84.17141539,0.0003,3569,1.441671371459961
400.63,0.17943750000000025,190,362,164,69100,-63.33189861999999,0.0003,3693,0.09574014693498611
405.71,0.15772999999999993,196,361,168,70928,-28.81902392,0.0003,3807,0.5560508966445923
415.38,0.13260250000000018,201,361,172,73044,-14.068948169999997,0.0003,3940,0.08611711859703064
415.8,0.1127475,206,361,176,74716,-6.949597359999999,0.0003,4044,0.2556418776512146
424.36,0.09298750000000011,211,361,180,76380,1.0128018100000018,0.0003,4148,0.5189332962036133
427.87,0.07517500000000021,215,361,184,77880,6.062503350000002,0.0003,4242,0.09468090534210205
426.5,0.05227999999999999,220,361,188,79808,22.624054890000007,0.0003,4362,0.8103747367858887
436.89,0.05,224,361,192,81180,31.749219900000007,0.0003,4448,0.07438792288303375
451.57,0.05,230,360,196,82976,42.54194934,0.0003,4560,0.8137795925140381
450.94,0.05,240,351,200,84644,55.248336910000006,0.0003,4665,0.12297200411558151
450.35,0.05,245,351,204,86388,62.44002783,0.0003,4774,0.15159611403942108
444.29,0.05,247,351,208,86972,71.20726785000001,0.0003,4810,0.21541652083396912
436.26,0.05,251,350,212,88300,73.08201258,0.0003,4893,0.395993709564209
433.81,0.05,257,350,216,90080,82.88596202,0.0003,5004,0.4282824397087097
432.82,0.05,262,349,220,91820,85.99587394,0.0003,5113,0.19455596804618835
439.33,0.05,268,349,224,93580,90.17047881999999,0.0003,5223,0.16597925126552582
436.6,0.05,274,349,228,95888,96.88865371,0.0003,5367,0.35599565505981445
441.53,0.05,281,349,232,98368,100.38861155999999,0.0003,5522,0.18193727731704712
451.48,0.05,285,349,236,99792,107.07450492,0.0003,5611,0.1615270972251892
450.11,0.05,299,341,240,102272,106.73018619,0.0003,5766,0.1488422006368637
455.56,0.05,307,341,244,104752,105.71817501999998,0.0003,5921,0.1063915565609932
459.94,0.05,314,341,248,107232,104.72290602999999,0.0003,6076,0.46168309450149536
468.09,0.05,318,344,252,109712,96.98559496,0.0003,6231,0.8435761332511902
468.49,0.05,325,344,256,112192,89.45242553,0.0003,6386,0.1679135262966156
466.5,0.05,330,345,260,114280,88.97703639000001,0.0003,6517,1.1515756845474243
471.12,0.05,335,346,264,116216,87.33708658999998,0.0003,6638,0.5469807386398315
472.43,0.05,349,339,268,118684,90.74504778000001,0.0003,6792,0.9485411643981934
472.83,0.05,356,340,272,121148,87.84413912,0.0003,6946,0.2634299099445343
476.35,0.05,359,340,276,122228,83.04606160000002,0.0003,7014,0.17302772402763367
479.42,0.05,364,341,280,124600,77.41406265000002,0.0003,7162,1.0095255374908447
486.67,0.05,369,343,284,126772,81.68058122000001,0.0003,7298,0.21976454555988312
495.57,0.05,375,343,288,129152,80.06307278,0.0003,7446,0.6383443474769592
494.68,0.05,379,344,292,131072,76.71144474,0.0003,7566,0.2646544873714447
501.77,0.05,392,340,296,133552,69.67325815,0.0003,7721,0.1032099649310112
501.7,0.05,398,341,300,136032,69.11166285,0.0003,7876,0.4550095200538635
509.12,0.05,401,340,304,136880,67.96265008,0.0003,7929,0.3389827311038971
512.01,0.05,406,341,308,138584,66.47663087,0.0003,8036,0.17622318863868713
513.57,0.05,409,340,312,139432,64.91760386000001,0.0003,8089,1.770805835723877
512.72,0.05,415,340,316,141624,63.50380168000001,0.0003,8226,0.5454508066177368
513.18,0.05,418,341,320,142948,61.588326759999994,0.0003,8309,0.05062973126769066
513.71,0.05,423,341,324,144720,58.21617928,0.0003,8419,0.1116434782743454
509.14,0.05,429,341,328,146584,50.518512660000006,0.0003,8536,0.394079327583313
507.99,0.05,436,341,332,148924,43.655131950000005,0.0003,8682,0.08595536649227142
510.63,0.05,448,337,336,151404,37.41158413,0.0003,8837,0.24691744148731232
512.06,0.05,452,338,340,153300,38.22864557,0.0003,8956,0.16024866700172424
504.2,0.05,456,338,344,154692,40.51576042000001,0.0003,9043,0.40460166335105896
497.81,0.05,462,338,348,156732,34.85455046000001,0.0003,9170,0.4319210648536682
497.81,0.05,470,338,352,159212,40.216095149999994,0.0003,9325,0.2790271043777466
492.88,0.05,477,338,356,161472,40.854529219999996,0.0003,9466,0.6142526865005493
492.84,0.05,483,338,360,163932,45.644017780000006,0.0003,9620,0.4380871057510376
497.19,0.05,490,338,364,166412,45.52274318,0.0003,9775,0.46590301394462585
495.07,0.05,502,333,368,167400,39.290901479999995,0.0003,9837,0.31585437059402466
492.65,0.05,508,333,372,169880,46.011451799999996,0.0003,9992,1.0537325143814087
494.69,0.05,515,333,376,171904,51.530687869999994,0.0003,10118,0.16216430068016052
492.79,0.05,519,334,380,173432,60.809074190000004,0.0003,10214,0.13072872161865234
489.75,0.05,524,334,384,175616,59.53766778999999,0.0003,10350,0.1291716992855072
477.71,0.05,527,334,388,176520,58.9026697,0.0003,10407,0.3621097505092621
474.93,0.05,531,335,392,177972,65.98465038,0.0003,10498,0.294979453086853
464.91,0.05,535,335,396,179936,69.71664631,0.0003,10620,0.34755057096481323
462.84,0.05,539,336,400,181160,69.43505966999999,0.0003,10697,0.43460261821746826
453.76,0.05,542,336,404,182416,70.32185772000001,0.0003,10775,0.46691352128982544
456.43,0.05,558,330,408,184368,82.7382496,0.0003,10897,0.332649827003479
462.27,0.05,561,330,412,185704,93.69238972000001,0.0003,10981,1.0194165706634521
461.48,0.05,566,331,416,187548,95.55580606000005,0.0003,11096,0.3563683032989502
458.37,0.05,569,331,420,188692,94.21106225000001,0.0003,11168,0.4319237768650055
455.88,0.05,573,331,424,190388,95.19485783000002,0.0003,11274,0.5405751466751099
456.76,0.05,579,332,428,192508,94.07352998,0.0003,11406,0.43653732538223267
455.6,0.05,582,332,432,193968,94.03675673,0.0003,11497,0.6042388677597046
445.36,0.05,585,333,436,195344,95.51429783000002,0.0003,11583,0.48031947016716003
444.51,0.05,589,334,440,197468,99.29451103000001,0.0003,11716,0.13902971148490906
447.15,0.05,595,335,444,199948,99.38519618000001,0.0003,11871,1.2955788373947144
