time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,train/entropy_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/loss
4096,7,-513.095233,374.4,568,1,,,,,,,,,,
8192,12,-537.5553639999999,420.64285714285717,655,2,-2.298188231885433,0.2,0.0360595703125,0.008747119,-0.006759230102761649,0.0003,10,974.5090530395507,0.001611471176147461,316.9751892089844
12288,22,-485.8759473181819,451.6363636363636,539,3,-2.28840604275465,0.2,0.027783203125,0.008816137,-0.005685005483974237,0.0003,20,621.3935466766358,-0.008873701095581055,319.2604675292969
16384,28,-503.07372919354844,467.96774193548384,569,4,-2.2726756811141966,0.2,0.032275390625,0.011035396,-0.006266906528617255,0.0003,30,558.1287738800049,-0.0016341209411621094,218.0296173095703
20480,46,-496.51213077499995,467.05,444,5,-2.2565997913479805,0.2,0.009228515625,0.0071820994,-0.00375543820191524,0.0003,40,767.7072757720947,-0.0023195743560791016,271.22723388671875
24576,52,-521.3625904666667,484.0444444444444,464,6,-2.228416435420513,0.2,0.08984375,0.013533662,-0.00793941054289462,0.0003,50,836.1987077713013,6.0617923736572266e-05,409.0256042480469
28672,60,-464.77774310909086,481.3818181818182,474,7,-2.2191168159246444,0.2,0.0385986328125,0.011916901,-0.006412099819863215,0.0003,60,1261.0983974456788,0.0004131793975830078,701.6192626953125
32768,74,-440.016428375,481.3125,440,8,-2.1997837707400323,0.2,0.1463623046875,0.009737967,-0.008080448743567104,0.0003,70,88.46491844654084,-0.0006364583969116211,36.92960739135742
36864,80,-442.4522147999999,488.5285714285714,456,9,-2.205011563003063,0.2,0.0,0.0006147323,-0.0010331912941182963,0.0003,80,589.3322364807129,0.2004449963569641,255.82290649414062
40960,93,-405.0045270864198,487.9753086419753,436,10,-2.201986588537693,0.2,0.00068359375,0.004212673,-0.003351952199227526,0.0003,90,277.6446220397949,0.36961740255355835,128.44354248046875
45056,99,-401.9409900588235,492.47058823529414,454,11,-2.1629770517349245,0.2,0.007177734375,0.00724,-0.0038532438935362733,0.0003,100,77.41428723335267,0.6873406767845154,34.85062026977539
49152,104,-373.7988410210526,495.57894736842104,470,12,-2.1301562428474425,0.2,0.0236083984375,0.009308545,-0.00495276831134106,0.0003,110,100.79462032318115,0.7097113728523254,37.44268035888672
53248,118,-364.83490466,502.41,448,13,-2.1003480151295664,0.2,0.031982421875,0.0061125597,-0.004954982256458606,0.0003,120,80.60034096240997,0.780325174331665,35.277828216552734
57344,125,-325.97517600000003,511.29,455,14,-2.0927383989095687,0.2,0.0223876953125,0.00637393,-0.004537373766652308,0.0003,130,263.63181500434877,0.6934361457824707,81.13238525390625
61440,139,-313.09747797,523.56,440,15,-2.0820323437452317,0.2,0.0117919921875,0.008911387,-0.0038525641983142124,0.0003,140,75.17169001102448,0.880896806716919,28.41318130493164
65536,145,-290.46090796000004,528.76,451,16,-2.053921674191952,0.2,0.047900390625,0.010158612,-0.006861635432142066,0.0003,150,51.643481040000914,0.9042381048202515,27.192916870117188
69632,150,-251.46219128999996,533.39,462,17,-2.045924651622772,0.2,0.1316162109375,0.010870986,-0.010479103421675972,0.0003,160,48.45581586360932,0.8892971277236938,25.981918334960938
73728,164,-237.50550948000003,547.64,448,18,-1.9938334718346595,0.2,0.0433837890625,0.011735663,-0.0047171673257253134,0.0003,170,86.94902448654175,0.8713483810424805,34.28303527832031
77824,170,-201.78790750999997,552.32,456,19,-1.957204771786928,0.2,0.0674560546875,0.0098578185,-0.006369187770906138,0.0003,180,145.7491059780121,0.9004971981048584,61.211063385009766
81920,183,-177.25372131,559.51,445,20,-1.9666931562125682,0.2,0.1467041015625,0.014232998,-0.008594174317113356,0.0003,190,34.63219782114029,0.9295823574066162,11.780437469482422
86016,189,-181.80251582,566.6,452,21,-1.9925902999937535,0.2,0.0636474609375,0.0099261645,-0.00713219254539581,0.0003,200,73.22698261737824,0.941268265247345,34.43525314331055
90112,203,-162.52602973999998,572.83,442,22,-1.9583571523427963,0.2,0.0408935546875,0.0061305724,-0.006663084781030193,0.0003,210,40.1273134469986,0.9560673832893372,12.410093307495117
94208,209,-128.22452796999997,566.07,450,23,-1.9340717993676662,0.2,0.044921875,0.009418402,-0.005544596543768421,0.0003,220,55.17070767879486,0.9478561878204346,23.63471221923828
98304,215,-122.91634722000002,573.88,455,24,-1.9056995555758476,0.2,0.025927734375,0.0062754033,-0.00492655823181849,0.0003,230,52.28279738426208,0.9555119276046753,21.817399978637695
102400,229,-112.56717036000002,571.67,446,25,-1.9165704742074012,0.2,0.04609375,0.0060830493,-0.004858709490508773,0.0003,240,57.262005949020384,0.9612401723861694,26.52984619140625
106496,235,-102.18461665000001,559.52,451,26,-1.9377419874072075,0.2,0.05888671875,0.008230776,-0.008073172142030672,0.0003,250,76.57115073204041,0.9271996021270752,34.625709533691406
110592,252,-93.09698424999999,561.88,437,27,-1.8545090101659298,0.2,0.1080322265625,0.00922752,-0.011463023678516038,0.0003,260,59.43593807220459,0.9449349641799927,18.788286209106445
114688,258,-80.52674712999999,549.68,443,28,-1.8946240268647672,0.2,0.0569091796875,0.006861985,-0.006859832500049378,0.0003,270,56.93540894985199,0.9556957483291626,21.11895179748535
118784,266,-71.08671580000001,540.06,446,29,-1.7694185689091682,0.2,0.127880859375,0.011394298,-0.010526909164036624,0.0003,280,35.87719699144363,0.9437145590782166,14.724970817565918
122880,283,-62.053200419999996,540.64,434,30,-1.7549531504511833,0.2,0.0955322265625,0.011626048,-0.008822186797624454,0.0003,290,39.84202864170074,0.95051509141922,18.2595157623291
126976,289,-39.74296890000001,537.59,438,31,-1.7877324849367142,0.2,0.1199951171875,0.011531398,-0.013225102741853335,0.0003,300,48.4460214972496,0.954736590385437,16.93951988220215
131072,304,-39.18339474,531.54,430,32,-1.7810951881110668,0.2,0.0298828125,0.0049898946,-0.0052571757725672795,0.0003,310,152.60734934806823,0.9265335202217102,44.207000732421875
135168,310,-40.52856282,528.03,434,33,-1.8423140458762646,0.2,0.0672607421875,0.0068714386,-0.009451487168553286,0.0003,320,61.14395179748535,0.9522367715835571,23.00709342956543
139264,317,-30.831538169999995,523.95,438,34,-1.8243850626051425,0.2,0.109375,0.0104401,-0.013821601707604714,0.0003,330,65.55425970554352,0.9633703231811523,26.451152801513672
143360,334,-18.638355469999997,529.54,429,35,-1.7411577805876732,0.2,0.08134765625,0.009046368,-0.01040332245756872,0.0003,340,46.79194166660309,0.9626579284667969,19.236923217773438
147456,340,-10.41607299,533.68,432,36,-1.7314733117818832,0.2,0.1010009765625,0.009823497,-0.012387399634462781,0.0003,350,39.12921296358108,0.9731932878494263,14.38857650756836
151552,356,-3.9389195899999994,539.75,425,37,-1.7098616264760493,0.2,0.0604736328125,0.0053291023,-0.008882491475378628,0.0003,360,77.83650116920471,0.9511013031005859,42.172977447509766
155648,362,11.5236478,541.3,429,38,-1.694073034822941,0.2,0.056689453125,0.008718269,-0.006591124752594624,0.0003,370,56.35335822105408,0.9700645208358765,25.846548080444336
159744,369,36.94305131,546.57,432,39,-1.6601071394979954,0.2,0.04794921875,0.007898795,-0.0050366298877634105,0.0003,380,44.090335357189176,0.9765412211418152,20.0931396484375
163840,387,49.000037,554.71,423,40,-1.5635024413466454,0.2,0.039208984375,0.0055787405,-0.004819625859818188,0.0003,390,40.76447683572769,0.9718019962310791,15.408222198486328
167936,392,57.84460513,554.56,427,41,-1.6454418532550334,0.2,0.0364501953125,0.007643983,-0.0036255086903111077,0.0003,400,117.34033415317535,0.9127846956253052,33.058719635009766
172032,404,62.46850859999999,555.78,425,42,-1.6754181146621705,0.2,0.0522216796875,0.0069999048,-0.00767356556316372,0.0003,410,68.81917407512665,0.9297337532043457,32.29937744140625
176128,410,63.549520949999994,560.24,429,43,-1.7172895208001138,0.2,0.032861328125,0.0043504867,-0.005969775839912472,0.0003,420,134.15199477672576,0.9394146203994751,77.24836730957031
180224,422,67.87818766999999,559.86,426,44,-1.7601651936769485,0.2,0.0398193359375,0.0066579306,-0.0050405260888510385,0.0003,430,134.772425532341,0.9412165284156799,30.14518928527832
184320,428,74.36680293,557.81,430,45,-1.7738610856235026,0.2,0.0420166015625,0.0060455627,-0.007008015607425477,0.0003,440,126.91571106910706,0.9488056302070618,51.3620491027832
188416,434,87.80596586999998,563.38,433,46,-1.7030781663954258,0.2,0.08564453125,0.007822138,-0.010218515931774164,0.0003,450,85.14270653724671,0.956045389175415,36.31376266479492
192512,446,105.44174433999999,562.51,431,47,-1.6579329900443553,0.2,0.0314453125,0.005183005,-0.005387062119552866,0.0003,460,101.10453243255616,0.9568154811859131,48.867496490478516
196608,452,119.87953861999999,546.79,434,48,-1.5822854183614254,0.2,0.02998046875,0.006774313,-0.0035791642992990093,0.0003,470,183.39325966835023,0.9441564679145813,81.63018798828125
200704,465,129.63482074,542.12,431,49,-1.5446764096617698,0.2,0.0066162109375,0.0038833884,-0.003007593251822982,0.0003,480,254.31406631469727,0.9129687547683716,133.09881591796875
