rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/loss,train/n_updates,train/learning_rate
368.6,0.05,820,657,539136,361.10025991000003,1232,1.6110191345214844,33383,0.0003
365.42,0.05,821,657,540360,357.04843948999996,1236,1.2063246965408325,33460,0.0003
366.27,0.05,823,658,541796,362.07762327000006,1240,2.2130045890808105,33550,0.0003
367.21,0.05,824,658,543244,366.1020084699999,1244,0.6471390128135681,33640,0.0003
376.65,0.05,828,658,545724,355.83037598999994,1248,0.6283468008041382,33795,0.0003
380.83,0.05,830,658,547256,359.8639361900001,1252,0.08389411866664886,33891,0.0003
381.07,0.05,832,659,548864,359.71409562,1256,2.8771212100982666,33991,0.0003
377.79,0.05,833,659,549888,355.25759631999995,1260,2.3063881397247314,34055,0.0003
374.15,0.05,835,660,551408,347.6356417900001,1264,0.06263438612222672,34150,0.0003
380.12,0.05,837,660,553004,344.6984078700001,1268,1.2172720432281494,34250,0.0003
382.59,0.05,838,660,554296,345.38647879,1272,1.305253505706787,34331,0.0003
382.01,0.05,840,661,556072,344.90038981000004,1276,1.797203540802002,34442,0.0003
382.49,0.05,842,661,557656,345.01433010999995,1280,1.131799340248108,34541,0.0003
383.77,0.05,844,661,559232,345.56526353999993,1284,0.06938640773296356,34639,0.0003
385.88,0.05,846,662,560712,349.03241893,1288,0.08281459659337997,34732,0.0003
382.46,0.05,848,662,562128,352.47768878000005,1292,0.09247057884931564,34820,0.0003
381.75,0.05,852,661,563564,353.23521401,1296,1.6281282901763916,34910,0.0003
380.23,0.05,854,661,565148,362.51289471,1300,0.7347018718719482,35009,0.0003
374.52,0.05,856,661,566752,371.57841388,1304,0.572950541973114,35109,0.0003
370.1,0.05,857,662,567452,368.85604323,1308,1.2381263971328735,35153,0.0003
364.32,0.05,859,662,569424,369.51523501,1312,0.12288443744182587,35276,0.0003
363.6,0.05,860,662,570616,366.10627065999995,1316,2.1954381465911865,35351,0.0003
368.79,0.05,863,663,572384,373.25776514000006,1320,0.7228692173957825,35461,0.0003
372.46,0.05,865,663,573868,372.8773398900001,1324,0.6610457301139832,35554,0.0003
370.95,0.05,866,663,574936,367.26715414,1328,0.7935826778411865,35621,0.0003
366.02,0.05,867,663,576020,357.65891739,1332,1.2097499370574951,35689,0.0003
363.93,0.05,868,664,576728,349.44026416,1336,0.15223053097724915,35733,0.0003
364.92,0.05,869,664,578244,349.04854444999995,1340,0.6985015869140625,35828,0.0003
364.87,0.05,871,665,579664,349.18789492999997,1344,1.1561537981033325,35916,0.0003
355.46,0.05,873,665,581524,355.26696279,1348,2.3665359020233154,36033,0.0003
352.67,0.05,874,665,582464,346.2211075300001,1352,0.7194533348083496,36091,0.0003
350.61,0.05,876,666,583928,343.11796759000003,1356,0.9254888892173767,36183,0.0003
353.21,0.05,877,666,585304,347.4315862799999,1360,0.1028623953461647,36269,0.0003
356.56,0.05,879,667,586832,354.15644561999994,1364,0.2508973181247711,36364,0.0003
352.15,0.05,882,666,588348,362.42635605000004,1368,1.7205771207809448,36459,0.0003
353.74,0.05,884,666,589692,366.39167415000003,1372,0.1926015317440033,36543,0.0003
355.09,0.05,885,667,591200,371.22021622,1376,0.7016611695289612,36637,0.0003
355.37,0.05,888,667,592884,371.48723279000006,1380,1.132026195526123,36743,0.0003
357.85,0.05,890,667,594644,370.46650306000004,1384,0.11210422217845917,36853,0.0003
356.95,0.05,892,667,596004,371.52704083,1388,1.2850741147994995,36938,0.0003
357.15,0.05,894,668,597980,371.61273366999995,1392,1.2457751035690308,37061,0.0003
359.01,0.05,896,668,599556,371.71481094,1396,0.643207311630249,37160,0.0003
358.43,0.05,901,666,600812,368.26329976,1400,1.112154483795166,37238,0.0003
357.41,0.05,903,667,602636,365.87615248000003,1404,1.2995119094848633,37352,0.0003
357.79,0.05,903,667,603156,365.15233691000003,1408,1.1134904623031616,37385,0.0003
357.69,0.05,905,667,604608,372.73118844000004,1412,1.8896561861038208,37475,0.0003
358.38,0.05,906,668,606140,380.45871827,1416,1.6425074338912964,37571,0.0003
358.42,0.05,908,668,607856,379.56803226000005,1420,0.6134563088417053,37678,0.0003
356.24,0.05,910,669,609148,385.64101912,1424,0.07634561508893967,37759,0.0003
356.01,0.05,911,669,610788,392.07771710000003,1428,0.8837867975234985,37862,0.0003
361.4,0.05,914,669,612256,401.5860622299999,1432,0.6581541895866394,37953,0.0003
366.76,0.05,915,670,613592,411.38269454999994,1436,1.7957204580307007,38037,0.0003
364.29,0.05,917,670,614956,408.84624804,1440,0.6370657086372375,38122,0.0003
368.13,0.05,920,669,616540,408.68713834000005,1444,0.6042493581771851,38221,0.0003
367.38,0.05,922,670,618120,412.4835030599999,1448,0.10435537248849869,38320,0.0003
369.95,0.05,924,670,619584,422.11978932,1452,1.280550241470337,38411,0.0003
370.54,0.05,925,671,621088,425.8918919599999,1456,1.0748931169509888,38505,0.0003
372.12,0.05,927,671,622388,425.5054983999999,1460,0.619922399520874,38587,0.0003
372.26,0.05,928,671,623808,426.01019039999994,1464,0.7632830739021301,38675,0.0003
371.54,0.05,930,671,625128,425.31353269999994,1468,0.0660657063126564,38758,0.0003
371.45,0.05,933,671,626736,424.39483703999997,1472,0.27188095450401306,38858,0.0003
373.14,0.05,934,671,628188,424.31325797,1476,0.5407907366752625,38949,0.0003
372.4,0.05,937,672,630180,423.55673156999995,1480,0.20409530401229858,39074,0.0003
371.69,0.05,938,672,631668,423.02323074,1484,0.6507790088653564,39167,0.0003
369.03,0.05,940,673,633244,418.57724212,1488,1.0974489450454712,39265,0.0003
365.88,0.05,941,673,633948,414.63646156999994,1492,0.6289175748825073,39309,0.0003
364.66,0.05,942,674,635396,414.3069233099999,1496,0.6426433324813843,39400,0.0003
364.53,0.05,943,674,636904,418.49469903,1500,1.6817245483398438,39494,0.0003
363.28,0.05,945,674,638480,417.86123676999995,1504,1.0912443399429321,39592,0.0003
363.57,0.05,948,675,640176,418.78201802999996,1508,1.2364847660064697,39698,0.0003
364.79,0.05,950,675,641620,417.43441201,1512,1.2262996435165405,39789,0.0003
369.75,0.05,952,675,643500,419.76783489,1516,1.4096643924713135,39906,0.0003
368.12,0.05,954,675,644768,419.40759366,1520,0.5745130777359009,39985,0.0003
368.56,0.05,956,675,646140,419.12738871999994,1524,0.6926108598709106,40071,0.0003
368.76,0.05,958,676,647704,418.33149489999994,1528,1.6878137588500977,40169,0.0003
368.86,0.05,959,676,649208,418.05752176000004,1532,0.6250156760215759,40263,0.0003
367.91,0.05,961,676,650600,419.3232128599999,1536,1.2054073810577393,40350,0.0003
373.59,0.05,963,676,651768,412.7316109000001,1540,1.356879711151123,40423,0.0003
372.42,0.05,965,676,653500,411.81773668,1544,0.6788946986198425,40531,0.0003
374.7,0.05,967,676,655100,411.47777763,1548,3.2972378730773926,40631,0.0003
372.57,0.05,969,677,656400,411.83191471,1552,2.6575992107391357,40712,0.0003
374.86,0.05,971,677,658384,410.86554107000006,1556,0.3866235017776489,40836,0.0003
374.46,0.05,973,677,659964,410.37987671,1560,0.5658291578292847,40935,0.0003
374.36,0.05,975,678,661496,409.63975334,1564,1.9631752967834473,41031,0.0003
376.99,0.05,977,678,662860,409.50842932,1568,1.2981899976730347,41116,0.0003
376.72,0.05,979,678,664668,408.70311360999995,1572,1.179283618927002,41229,0.0003
375.21,0.05,981,678,665940,408.29026845999994,1576,1.2897365093231201,41309,0.0003
373.66,0.05,986,676,667232,408.44098231,1580,0.2511979341506958,41389,0.0003
370.07,0.05,987,676,668676,408.96288490000006,1584,0.5449140071868896,41480,0.0003
374.83,0.05,989,677,670216,412.5515304400001,1588,2.4110777378082275,41576,0.0003
377.59,0.05,991,677,671784,416.94753450999997,1592,0.06899058818817139,41674,0.0003
371.49,0.05,993,677,673116,408.7800370899999,1596,3.0651888847351074,41757,0.0003
373.01,0.05,995,678,674916,405.2783239500001,1600,1.3425252437591553,41870,0.0003
368.67,0.05,995,678,675260,399.83986322,1604,1.0424193143844604,41891,0.0003
368.98,0.05,997,678,676800,398.84959311,1608,0.44795238971710205,41987,0.0003
366.69,0.05,999,678,678244,395.88365037000005,1612,0.14456476271152496,42078,0.0003
361.79,0.05,1000,679,679580,391.78427091,1616,0.8559429049491882,42161,0.0003
361.55,0.05,1002,679,680908,393.3457743699999,1620,1.8158421516418457,42244,0.0003
363.69,0.05,1003,679,682328,392.50760927000005,1624,1.6975263357162476,42333,0.0003
364.76,0.05,1005,679,683680,393.02978580999996,1628,2.201298713684082,42417,0.0003
359.76,0.05,1008,679,685208,384.71522648999996,1632,1.6712766885757446,42513,0.0003
364.52,0.05,1009,680,686568,383.18219569999997,1636,1.2488715648651123,42598,0.0003
362.91,0.05,1011,680,688256,389.43737912999995,1640,0.22652527689933777,42703,0.0003
361.66,0.05,1014,680,690172,388.71951506000005,1644,1.1539254188537598,42823,0.0003
360.94,0.05,1016,680,691668,388.00860976999996,1648,0.5911387801170349,42917,0.0003
362.74,0.05,1017,680,692952,386.62546338,1652,1.0984467267990112,42997,0.0003
360.67,0.05,1019,680,694376,386.29340802,1656,0.9727019667625427,43086,0.0003
359.45,0.05,1022,681,696380,385.4728385100001,1660,1.1863343715667725,43211,0.0003
357.67,0.05,1022,681,697044,380.46690635,1664,2.68981671333313,43253,0.0003
357.25,0.05,1024,681,698784,380.0904440900001,1668,0.8339943885803223,43361,0.0003
354.4,0.05,1026,682,700412,376.92756669999994,1672,1.1485202312469482,43463,0.0003
355.38,0.05,1027,682,701676,371.21131023000004,1676,0.6973982453346252,43542,0.0003
350.91,0.05,1028,683,702660,362.50870732000004,1680,0.5754048824310303,43604,0.0003
351.34,0.05,1030,683,704204,360.0741170900001,1684,1.6537110805511475,43700,0.0003
350.0,0.05,1031,684,705524,356.33426180000004,1688,0.4065994322299957,43783,0.0003
345.88,0.05,1032,684,706364,351.00779401,1692,1.0183533430099487,43835,0.0003
348.8,0.05,1034,684,707912,354.80992781000003,1696,1.0601238012313843,43932,0.0003
351.0,0.05,1037,684,710100,356.86229449000007,1700,1.0873488187789917,44069,0.0003
360.26,0.05,1038,684,711412,364.74436643999996,1704,0.5527451634407043,44151,0.0003
361.3,0.05,1040,684,713000,368.73502847000003,1708,0.9064686298370361,44250,0.0003
366.63,0.05,1042,685,714780,370.8905645399999,1712,0.5098118782043457,44361,0.0003
367.85,0.05,1045,685,716320,374.53645384000004,1716,0.5107243657112122,44457,0.0003
369.29,0.05,1047,685,717872,372.79301974000003,1720,1.1539278030395508,44554,0.0003
368.1,0.05,1049,685,719320,371.66361557,1724,1.1489061117172241,44645,0.0003
370.68,0.05,1050,685,720760,366.6194645600001,1728,0.0903979167342186,44735,0.0003
378.34,0.05,1054,685,722780,372.73612641999995,1732,0.24384260177612305,44861,0.0003
376.83,0.05,1056,685,724276,374.18540078999996,1736,2.4136176109313965,44955,0.0003
376.45,0.05,1058,685,726288,375.7128514799999,1740,0.8338730335235596,45080,0.0003
377.43,0.05,1060,686,727640,375.73588255999994,1744,0.6376960277557373,45165,0.0003
379.79,0.05,1062,686,729300,375.39428033,1748,2.1257200241088867,45269,0.0003
379.38,0.05,1065,685,730904,375.82618089000005,1752,0.9099043011665344,45369,0.0003
380.12,0.05,1068,685,732380,375.82943486000005,1756,1.1068192720413208,45461,0.0003
373.76,0.05,1075,682,733508,367.38868569,1760,0.869282603263855,45532,0.0003
374.73,0.05,1076,682,735060,372.51874870999995,1764,0.5796809196472168,45629,0.0003
373.86,0.05,1078,683,736408,372.4901127899999,1768,0.9043517112731934,45713,0.0003
377.52,0.05,1079,683,738092,376.47984861,1772,1.0883631706237793,45818,0.0003
376.57,0.05,1081,683,739716,383.22118681999996,1776,0.2432287335395813,45920,0.0003
383.86,0.05,1083,684,741260,392.26503914999995,1780,0.10599023103713989,46016,0.0003
378.71,0.05,1085,683,741880,386.23252793,1784,0.12664702534675598,46055,0.0003
378.58,0.05,1087,683,743276,390.79275982,1788,2.1741199493408203,46142,0.0003
379.24,0.05,1088,684,744864,390.9882658000001,1792,1.211051344871521,46241,0.0003
384.18,0.05,1091,684,746524,395.1248744600001,1796,1.2533257007598877,46345,0.0003
381.32,0.05,1093,684,747956,396.03296981,1800,0.9561904668807983,46435,0.0003
377.57,0.05,1094,684,749424,396.91551689,1804,0.7374284863471985,46526,0.0003
377.54,0.05,1096,684,750812,396.6171415900001,1808,0.3802860975265503,46613,0.0003
374.61,0.05,1098,684,752380,397.82512423000003,1812,1.408827543258667,46711,0.0003
375.5,0.05,1100,685,753868,397.75211492,1816,0.29745104908943176,46804,0.0003
374.37,0.05,1102,685,755588,398.43290866999996,1820,0.6745494604110718,46912,0.0003
376.28,0.05,1104,685,757008,399.6104958900001,1824,0.6591545939445496,47000,0.0003
370.62,0.05,1105,685,757992,400.17560504999994,1828,0.08388237655162811,47062,0.0003
367.56,0.05,1106,686,759380,402.34347406999996,1832,1.9590320587158203,47149,0.0003
365.2,0.05,1108,686,760740,403.51490064000006,1836,1.6944010257720947,47234,0.0003
363.11,0.05,1110,686,762216,403.6955352800001,1840,0.667853832244873,47326,0.0003
362.16,0.05,1112,686,763892,405.60841639,1844,0.11180247366428375,47431,0.0003
357.54,0.05,1114,686,765048,404.59234375,1848,2.9996745586395264,47503,0.0003
357.37,0.05,1116,686,766612,406.09715893999993,1852,0.8490554094314575,47601,0.0003
355.04,0.05,1118,686,767928,406.71507707999996,1856,0.25747042894363403,47683,0.0003
357.74,0.05,1119,687,769320,409.48325141000004,1860,0.10162711143493652,47770,0.0003
358.8,0.05,1121,686,770580,409.93500282,1864,2.90620493888855,47849,0.0003
357.28,0.05,1123,686,771844,407.30924007999994,1868,1.204380989074707,47928,0.0003
354.4,0.05,1124,687,773260,408.09100502,1872,0.82627272605896,48016,0.0003
354.92,0.05,1126,687,774600,407.57864524999997,1876,0.6178905963897705,48100,0.0003
353.21,0.05,1127,688,776372,406.56446437,1880,1.0703078508377075,48211,0.0003
359.88,0.05,1129,688,777720,414.8188768400001,1884,0.2567490339279175,48295,0.0003
359.09,0.05,1131,688,779092,414.45458853,1888,1.216862440109253,48381,0.0003
362.37,0.05,1134,688,780688,418.9920482499999,1892,1.6070442199707031,48480,0.0003
360.68,0.05,1138,686,782144,419.36196190000004,1896,0.7657261490821838,48571,0.0003
360.17,0.05,1140,686,783644,419.10981541999996,1900,0.623464047908783,48665,0.0003
359.51,0.05,1142,687,785212,419.21811731,1904,1.1024013757705688,48763,0.0003
365.72,0.05,1145,687,787488,417.99932009,1908,1.0128623247146606,48905,0.0003
365.47,0.05,1146,687,788820,417.7002570100001,1912,0.5389636754989624,48989,0.0003
364.94,0.05,1148,688,790332,419.38301125000004,1916,0.08415494859218597,49083,0.0003
360.25,0.05,1149,687,791000,412.65606331000004,1920,2.561235189437866,49125,0.0003
353.33,0.05,1151,687,792068,402.6536943500001,1924,1.898769736289978,49192,0.0003
355.93,0.05,1153,687,793516,404.99821520000006,1928,0.1180359423160553,49282,0.0003
349.82,0.05,1154,688,794792,394.18667269,1932,1.858464002609253,49362,0.0003
344.9,0.05,1155,688,794976,385.47066932999996,1936,0.631945013999939,49373,0.0003
341.54,0.05,1157,688,796512,382.4775599099999,1940,0.6606082916259766,49469,0.0003
341.06,0.05,1158,688,797888,379.0672419800001,1944,0.7191473245620728,49555,0.0003
342.98,0.05,1160,689,799468,379.41197990000006,1948,0.9613628387451172,49654,0.0003
