rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/loss,train/n_updates,train/learning_rate
462.69,0.7142400000000001,232,414,96256,-8.872095649999995,200,0.5424824953079224,5703,0.0003
465.4,0.7068775,237,415,98736,5.55564512,204,1.0205469131469727,5858,0.0003
467.22,0.6998356250000001,243,415,101108,7.6646886799999985,208,0.07515255361795425,6007,0.0003
471.82,0.694539375,247,415,102892,15.628153280000001,212,0.11166946589946747,6118,0.0003
470.24,0.689599375,250,417,104556,22.973801739999995,216,1.644680142402649,6222,0.0003
470.75,0.682795,253,421,106848,26.471023589999994,220,0.7180569767951965,6365,0.0003
474.95,0.6754325000000001,256,425,109328,31.19149124,224,0.019220007583498955,6520,0.0003
480.11,0.6680699999999999,260,429,111808,32.60703223,228,0.2718837559223175,6675,0.0003
487.59,0.6622868750000002,264,430,113756,39.267230930000004,232,0.11693063378334045,6797,0.0003
496.03,0.6551381249999999,267,435,116164,47.17807039,236,0.32731392979621887,6948,0.0003
503.2,0.647775625,270,438,118644,55.49635651999999,240,0.44012096524238586,7103,0.0003
503.53,0.6415531250000002,273,441,120740,60.11919775999999,244,0.9911221861839294,7234,0.0003
506.14,0.6345468750000001,275,446,123100,66.10703018,248,0.22213038802146912,7381,0.0003
511.8,0.6271843750000001,279,449,125580,75.59173289000002,252,2.3081865310668945,7536,0.0003
518.41,0.620285,282,453,127904,84.55513111,256,0.47492295503616333,7681,0.0003
522.71,0.6129225,285,457,130384,88.59038236,260,0.02680688537657261,7836,0.0003
531.36,0.605928125,288,460,132740,95.06104223,264,0.024763338267803192,7984,0.0003
544.94,0.598565625,295,456,135220,102.88361624000002,268,0.6618439555168152,8139,0.0003
543.82,0.5924974999999999,299,457,137264,112.96209522000001,272,0.15336836874485016,8266,0.0003
550.42,0.5851350000000002,303,460,139744,118.56208698000002,276,0.14888890087604523,8421,0.0003
554.51,0.57955375,305,463,141624,128.57279546,280,0.1511741429567337,8539,0.0003
555.96,0.573438125,306,468,143684,141.08742919,284,0.020565781742334366,8668,0.0003
556.33,0.5680231250000001,309,470,145508,149.47398705,288,0.019556621089577675,8782,0.0003
