train/learning_rate,time/total_timesteps,train/policy_loss,train/entropy_loss,time/time_elapsed,time/fps,train/value_loss,train/explained_variance,train/n_updates,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean
0.0007,12800,-12.27042293548584,-2.251035690307617,11,1146,283.0303039550781,-0.002131223678588867,99,-422.6288643636364,100,508.22727272727275
0.0007,25600,-8.705892562866211,-2.1280832290649414,19,1302,119.39839172363281,-0.0010650157928466797,199,-388.1964948,200,467.2
0.0007,38400,6.483906269073486,-1.6586899757385254,30,1265,231.21646118164062,0.0008082389831542969,299,-336.17348572727275,300,465.012987012987
0.0007,51200,-0.08848985284566879,-1.5652586221694946,46,1106,3.3674726486206055,0.0001170039176940918,399,-331.08466595000004,400,481.05
0.0007,64000,-3.90431809425354,-1.499698519706726,57,1108,53.245582580566406,-0.0033926963806152344,499,-266.59197441999993,500,497.13
0.0007,76800,0.6926785707473755,-0.5221091508865356,68,1126,1.8573189973831177,-0.000910639762878418,599,-238.37987595000007,600,532.11
0.0007,89600,0.2698138654232025,-0.45075979828834534,79,1131,9.553062438964844,0.07159829139709473,699,-214.98316033000003,700,571.81
0.0007,102400,0.19314028322696686,-0.37723997235298157,94,1085,1.7439393997192383,0.19600874185562134,799,-196.69668726,800,595.21
0.0007,115200,0.2084359973669052,-0.3004519045352936,105,1090,0.603870153427124,0.9236098527908325,899,-153.52624599999996,900,610.48
0.0007,128000,-0.3334253132343292,-0.36586493253707886,116,1103,2.047266721725464,0.9855773448944092,999,-119.25836746,1000,617.02
0.0007,140800,0.10403022915124893,-0.27334654331207275,133,1056,0.6633977293968201,0.9824710488319397,1099,-129.53204169999998,1100,618.8
0.0007,153600,-0.2903439402580261,-0.40232041478157043,143,1068,1.4319922924041748,0.9910354614257812,1199,-119.33476043000002,1200,618.63
0.0007,166400,-0.27590212225914,-0.3981820344924927,155,1071,4.411805152893066,0.9868274927139282,1299,-132.16633235,1300,618.63
0.0007,179200,-0.11670039594173431,-0.827181875705719,165,1080,4.513904571533203,0.9883154630661011,1399,-129.85727697,1400,619.83
0.0007,192000,0.104685477912426,-0.2152443826198578,181,1055,30.484050750732422,0.9066412448883057,1499,-115.9216518,1500,619.83
