time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/iterations,train/entropy_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/loss
4096,6,-513.095233,374.4,606,1,,,,,,,,,,
8192,12,-534.0552869999999,398.4,665,2,-2.3018322095274923,0.2,0.0,0.0020236815,-0.0026099083974258975,0.0001,10,1111.863809967041,0.001611471176147461,397.1653747558594
12288,27,-566.49058295,434.5,443,3,-2.2984732896089555,0.2,0.0,0.0015133256,-0.0022444053058279676,0.0001,20,1233.149165725708,-0.01706552505493164,637.28857421875
16384,32,-525.5715427,481.0,498,4,-2.2930496513843535,0.2,0.0011962890625,0.0035234238,-0.0030723041447345166,0.0001,30,203.49254126548766,-0.05662941932678223,63.87921905517578
20480,44,-503.5187434054053,486.81081081081084,456,5,-2.2879976093769074,0.2,0.0,0.0013547249,-0.0024660769471665845,0.0001,40,684.7086994171143,-0.04818236827850342,285.5587463378906
24576,50,-491.3775693111112,489.73333333333335,484,6,-2.288085901737213,0.2,2.44140625e-05,0.0021949532,-0.0021730097083491272,0.0001,50,457.92716960906984,-0.02058553695678711,176.83619689941406
28672,55,-461.8377111509433,490.49056603773585,520,7,-2.2858861759305,0.2,0.0,0.0020338444,-0.002306727382529061,0.0001,60,611.8458618164062,-0.005206584930419922,189.8922882080078
32768,66,-453.0918239508197,494.59016393442624,492,8,-2.28584753125906,0.2,0.0153076171875,0.008280173,-0.0058869847431196835,0.0001,70,149.24439406394958,-0.02232074737548828,65.22494506835938
36864,72,-430.1869615882353,507.5,511,9,-2.286436013877392,0.2,0.0,0.00031520735,-0.0008048554213019088,0.0001,80,794.6752246856689,-0.0048416852951049805,446.8897705078125
40960,86,-413.5310425949367,489.60759493670884,472,10,-2.2841639280319215,0.2,9.765625e-05,0.0025381295,-0.0022843359751277604,0.0001,90,429.57735681533813,-0.0021173954010009766,269.048828125
45056,92,-392.3320922988506,495.8735632183908,485,11,-2.276721103489399,0.2,0.0137451171875,0.0064390083,-0.003921352975157788,0.0001,100,251.7215533733368,-0.0053910017013549805,139.80299377441406
49152,98,-377.1508736666666,499.13978494623655,497,12,-2.256815269589424,0.2,0.054443359375,0.009103071,-0.004886487609473989,0.0001,110,134.7808252811432,-0.004690289497375488,74.00080871582031
53248,111,-381.3915543300001,504.2,479,13,-2.256306640803814,0.2,0.0,0.00045331498,-0.0003510140479193069,0.0001,120,345.74093561172486,-0.0011703968048095703,173.1490936279297
57344,116,-357.56906612,516.75,491,14,-2.2584676533937453,0.2,0.0,0.00028387713,-0.0006410082805814454,0.0001,130,208.33053741455078,-0.0007635354995727539,89.65796661376953
61440,128,-358.7865418200001,531.58,477,15,-2.2543353870511056,0.2,0.0,0.0002225031,-0.0006152580099296756,0.0001,140,261.87032928466795,-0.0010077953338623047,106.8822021484375
65536,134,-343.22200261,539.01,488,16,-2.2575373217463492,0.2,0.0,6.2853156e-05,-0.0003208296213415451,0.0001,150,486.34026737213134,-0.0007867813110351562,198.08157348632812
69632,139,-384.25380351,538.1,499,17,-2.256978990137577,0.2,0.0,0.00033130485,-0.0009628567568142898,0.0001,160,363.3219680786133,-0.0003834962844848633,221.76515197753906
73728,151,-366.97143322999995,546.35,485,18,-2.2575830563902857,0.2,0.0,1.6601261e-05,-0.00022676991939079015,0.0001,170,2120.247705078125,-0.00015091896057128906,994.3269653320312
77824,157,-347.77749276000003,552.54,494,19,-2.251832401752472,0.2,0.0440185546875,0.008954906,-0.003800632175261853,0.0001,180,117.54455223083497,0.0003331303596496582,60.41134262084961
81920,168,-353.09346853999995,557.79,484,20,-2.232714813947678,0.2,0.0,0.0009487365,-0.0013310375026776456,0.0001,190,121.34905881881714,-0.0023012161254882812,53.100433349609375
86016,174,-343.81263884,559.28,492,21,-2.22798732817173,0.2,0.0,0.00015839162,-0.0006099481106502935,0.0001,200,627.6551582336426,0.005663931369781494,363.0581970214844
90112,189,-324.83440734,560.86,475,22,-2.2004881143569945,0.2,0.0387939453125,0.006736072,-0.003679988063231576,0.0001,210,56.721312403678894,0.012702703475952148,17.113252639770508
94208,194,-335.79232498,559.62,484,23,-2.2143915385007857,0.2,0.0,0.00061515905,-0.0010493553283595248,0.0001,220,280.7263690948486,0.14796870946884155,112.39844512939453
98304,200,-323.79851779,573.7,490,24,-2.205314874649048,0.2,0.0,0.001629163,-0.0016461563325719907,0.0001,230,165.7926775455475,0.3286895155906677,79.2212142944336
102400,215,-322.02445246,574.48,474,25,-2.191120798885822,0.2,0.0,0.00090313307,-0.0012754090494127013,0.0001,240,161.91123061180116,0.5097525119781494,99.51615905761719
106496,221,-321.01089829,579.59,481,26,-2.1626009225845335,0.2,0.0,0.0034520084,-0.001754989050095901,0.0001,250,59.859581196308135,0.7281975746154785,26.635150909423828
110592,233,-313.84689072000003,576.72,474,27,-2.142231449484825,0.2,0.0,0.0016719818,-0.0016532939655007795,0.0001,260,163.30211420059203,0.5490355491638184,89.91703796386719
114688,238,-309.13897187,567.34,480,28,-2.1515425384044646,0.2,0.0,0.00033841672,-0.0006612346209294628,0.0001,270,526.1938436508178,0.5340124368667603,189.9746856689453
118784,243,-294.81672377,564.2,486,29,-2.14295471906662,0.2,0.0,0.0003071812,-0.0003535944812028902,0.0001,280,308.6427421092987,0.583458423614502,99.46440124511719
122880,257,-281.74472288,560.43,476,30,-2.1545768484473227,0.2,0.0,0.00056897686,-0.0008335039834491909,0.0001,290,209.09827861785888,0.7388437390327454,95.45067596435547
126976,263,-237.90365970000002,556.71,481,31,-2.150351820886135,0.2,0.0,0.0006163123,-0.0008702019549673423,0.0001,300,202.31576466560364,0.7084999084472656,109.28557586669922
131072,275,-257.97489421,556.71,475,32,-2.155494138598442,0.2,0.0,0.0011093154,-0.001335564510736731,0.0001,310,219.74255533218383,0.7184010148048401,87.11370086669922
135168,281,-263.12986213,558.48,480,33,-2.165771035850048,0.2,0.0,0.00060713943,-0.0008945608526119031,0.0001,320,468.0283256530762,0.6533427238464355,223.17274475097656
139264,287,-251.22919093999997,558.48,484,34,-2.151344135403633,0.2,0.0,0.0013819201,-0.0013546897142077796,0.0001,330,275.65002193450925,0.7224987149238586,130.06805419921875
143360,303,-256.73022415,561.94,472,35,-2.1347542226314546,0.2,0.0,0.00104656,-0.0012635425562621094,0.0001,340,146.7597412109375,0.849355936050415,59.83648681640625
147456,310,-266.4406688,567.36,475,36,-2.15294962823391,0.2,0.0,0.001936788,-0.0011295757914922433,0.0001,350,252.8331301689148,0.7324979305267334,197.15170288085938
151552,325,-255.73856048000002,572.73,466,37,-2.170280310511589,0.2,0.0066162109375,0.0035602849,-0.0026720876834588126,0.0001,360,131.97842185497285,0.8430282473564148,67.4476318359375
155648,330,-256.80760354,577.84,471,38,-2.1481363832950593,0.2,0.0115478515625,0.0072397245,-0.004166021273704246,0.0001,370,87.03230743408203,0.8871603608131409,41.18962478637695
159744,336,-283.72190169,584.53,475,39,-2.122977066040039,0.2,0.0,0.0035000923,-0.0021524711904930883,0.0001,380,262.28451499938967,0.8074735403060913,123.36253356933594
163840,349,-303.09802260000004,584.53,468,40,-2.109153097867966,0.2,0.0,0.0019896408,-0.002349866757867858,0.0001,390,430.9003475189209,0.7692323923110962,241.5795135498047
167936,355,-308.69090731000006,582.45,472,41,-2.1123921439051627,0.2,0.0,0.0015986963,-0.0012983547727344557,0.0001,400,634.0217132568359,0.6602687835693359,282.542236328125
172032,368,-307.97064106,591.89,466,42,-2.1116997629404066,0.2,0.00029296875,0.004333364,-0.0024417955908575097,0.0001,410,426.14379796981814,0.7045390605926514,275.7725524902344
176128,374,-317.59509634,601.92,470,43,-2.1140362158417703,0.2,0.000146484375,0.004892879,-0.0024696462220163084,0.0001,420,199.80164275169372,0.8789699673652649,85.75376892089844
180224,388,-295.65784947000003,606.49,464,44,-2.1130139112472532,0.2,0.013671875,0.006654232,-0.0032131707506778185,0.0001,430,260.3270344734192,0.8466283082962036,107.54613494873047
184320,394,-312.37602933,605.04,467,45,-2.07052421271801,0.2,0.0569091796875,0.008575654,-0.0054832149580761325,0.0001,440,77.01644034385681,0.926080584526062,34.45084762573242
