timesteps,mean_return,std_return,success_rate,mean_miss,flight_time,battery_left
0,-271.15,279.16,0.0,nan,58.23,0.897
16672,-188.62,244.18,0.0,nan,62.0,0.894
33336,-188.62,244.18,0.0,nan,62.0,0.894
50000,-188.62,244.18,0.0,nan,62.0,0.894
66664,-188.62,244.18,0.0,nan,62.0,0.894
83336,-153.17,143.37,0.0,nan,62.0,0.893
100000,-188.62,244.18,0.0,nan,62.0,0.894
116664,-188.62,244.18,0.0,nan,62.0,0.894
133328,-188.62,244.18,0.0,nan,62.0,0.894
150000,-188.62,244.18,0.0,nan,62.0,0.894
166664,-188.62,244.18,0.0,nan,62.0,0.894
183328,-188.62,244.18,0.0,nan,62.0,0.894
199992,-188.62,244.18,0.0,nan,62.0,0.894
200000,-188.62,244.18,0.0,nan,62.0,0.894
