rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
304.5,0.9758225,11,170,4,2036,-699.1180005,,,
296.375,0.9665125,13,213,8,2820,-443.452639125,,,
404.25,0.9370625000000001,16,319,12,5300,-370.7706595,,,
440.3125,0.91089,19,392,16,7504,-375.1100023125,,,
425.95,0.8915574999999999,21,423,20,9132,-386.4180986,,,
435.0,0.8656700000000002,26,430,24,11312,-388.1724892083333,0.0003,81,0.5214782953262329
428.75,0.8458625000000001,30,421,28,12980,-355.55018014285713,0.0003,186,0.36952537298202515
435.875,0.8232049999999999,36,412,32,14888,-334.05963471875,0.0003,305,0.14551247656345367
430.5,0.8094775000000001,39,407,36,16044,-314.1554125,0.0003,377,0.3006163239479065
439.475,0.78568,49,362,40,18048,-342.5110584,0.0003,502,0.3375841975212097
444.29545454545456,0.7596025000000001,55,366,44,20244,-336.5069760454545,0.0003,640,0.20788416266441345
458.9375,0.7301524999999999,61,369,48,22724,-343.73830277083334,0.0003,795,0.11273695528507233
454.53846153846155,0.7076850000000001,65,373,52,24616,-368.28354051923077,0.0003,913,0.05921674519777298
443.7857142857143,0.6997525000000001,67,373,56,25284,-363.7665500892858,0.0003,955,0.09597132354974747
444.45,0.6730575000000001,73,376,60,27532,-353.41094191666673,0.0003,1095,0.43417853116989136
430.984375,0.6647924999999999,75,375,64,28228,-343.105934671875,0.0003,1139,0.16757242381572723
425.19117647058823,0.64584,79,376,68,29824,-329.12441266176467,0.0003,1238,0.4698878526687622
428.875,0.6193825,84,379,72,32052,-323.1023425972223,0.0003,1378,0.08956094086170197
427.30263157894734,0.6107375000000002,86,378,76,32780,-313.937267881579,0.0003,1423,0.22803443670272827
432.375,0.5842800000000001,97,358,80,35008,-301.7093263875,0.0003,1562,0.4255913496017456
426.29761904761904,0.5622399999999999,102,360,84,36864,-291.1943139404762,0.0003,1678,0.41843512654304504
426.3863636363636,0.5456150000000002,106,360,88,38264,-284.1396834204545,0.0003,1766,0.11246971786022186
429.2173913043478,0.5224825,111,361,92,40212,-274.59270845652173,0.0003,1888,0.8169360160827637
428.8958333333333,0.49868500000000027,116,362,96,42216,-265.07739883333335,0.0003,2013,0.060409918427467346
429.73,0.4822500000000002,120,362,100,43600,-254.40641583000001,0.0003,2099,0.36784085631370544
428.51,0.47104,122,362,104,44544,-229.78316261000003,0.0003,2158,0.4100794196128845
431.41,0.4486675,127,363,108,46428,-223.09085874000004,0.0003,2276,0.061003562062978745
431.41,0.41921750000000013,134,363,112,48908,-216.95900744,0.0003,2431,0.13305044174194336
427.8,0.4024025000000002,142,351,116,50324,-203.18296268999998,0.0003,2520,0.059393804520368576
437.02,0.37295250000000024,149,352,120,52804,-187.16406255,0.0003,2675,0.11417625844478607
431.93,0.3570399999999998,153,353,124,54144,-172.73256811999997,0.0003,2758,0.07339213788509369
440.44,0.32758999999999994,160,353,128,56624,-164.16304660999998,0.0003,2913,0.31177017092704773
443.24,0.30137000000000014,166,353,132,58832,-158.50605971000002,0.0003,3051,0.05348231643438339
449.65,0.28056499999999984,171,352,136,60584,-151.29126149,0.0003,3161,0.2928863763809204
446.25,0.25244500000000025,178,353,140,62952,-124.61949741000001,0.0003,3309,0.2893051505088806
441.6,0.2269850000000001,184,353,144,65096,-112.11965500999999,0.0003,3443,0.5415160059928894
431.7,0.21753250000000013,186,353,148,65892,-98.62770900999998,0.0003,3493,0.0716865211725235
436.5,0.19022000000000028,199,342,152,68192,-67.33190695000002,0.0003,3636,0.061640236526727676
447.11,0.1704125000000002,202,344,156,69860,-53.118542530000006,0.0003,3741,0.22629967331886292
450.12,0.14438249999999997,208,346,160,72052,-42.44497566,0.0003,3878,0.5120607614517212
457.54,0.1149325000000001,213,348,164,74532,-34.73361191,0.0003,4033,0.2633490562438965
465.68,0.0916100000000003,218,350,168,76496,-22.089204140000007,0.0003,4155,0.06385716795921326
470.82,0.062160000000000104,225,350,172,78976,-13.738745730000005,0.0003,4310,0.33521243929862976
477.24,0.05,232,350,176,81456,-1.4046436900000006,0.0003,4465,0.023914959281682968
477.78,0.05,237,349,180,83124,4.184755139999997,0.0003,4570,0.8449846506118774
490.39,0.05,249,342,184,85604,8.256132169999997,0.0003,4725,0.7048594355583191
494.84,0.05,255,342,188,87596,7.34696804,0.0003,4849,0.032778844237327576
499.98,0.05,263,342,192,90076,9.721744900000001,0.0003,5004,0.04703717306256294
501.09,0.05,270,342,196,92472,7.833658030000002,0.0003,5154,0.3222061097621918
505.57,0.05,276,343,200,94844,5.538342470000001,0.0003,5302,0.06760681420564651
517.2,0.05,280,343,204,96548,9.953607529999998,0.0003,5409,0.03889455273747444
525.21,0.05,286,345,208,99028,0.22444200999999894,0.0003,5564,0.05188528448343277
524.41,0.05,297,340,212,101188,4.768737929999999,0.0003,5699,0.23659084737300873
525.82,0.05,303,340,216,103200,13.99377075,0.0003,5824,0.466144323348999
526.66,0.05,310,340,220,105680,13.891887630000001,0.0003,5979,0.29163286089897156
533.63,0.05,317,340,224,108160,15.427276769999999,0.0003,6134,0.5723109841346741
533.13,0.05,323,341,228,110640,18.71312248,0.0003,6289,0.28035858273506165
530.91,0.05,330,341,232,112628,22.630239120000002,0.0003,6414,0.25089502334594727
529.75,0.05,334,341,236,114016,23.85643285,0.0003,6500,0.30563119053840637
529.09,0.05,337,341,240,115236,23.309648490000004,0.0003,6577,0.2862805724143982
525.18,0.05,347,336,244,116992,22.46158884,0.0003,6686,0.37519142031669617
524.67,0.05,350,337,248,118212,31.00618909,0.0003,6763,0.4349117875099182
520.15,0.05,356,337,252,120164,34.220836889999994,0.0003,6885,0.0765092596411705
517.27,0.05,362,337,256,122180,38.616555549999994,0.0003,7011,0.10815586149692535
516.25,0.05,368,337,260,124660,46.337835430000005,0.0003,7166,0.2842249274253845
521.52,0.05,374,338,264,126664,54.00583714,0.0003,7291,0.10044164210557938
516.84,0.05,376,338,268,127576,54.47170026999999,0.0003,7348,0.32243260741233826
505.15,0.05,380,338,272,128976,62.97944749000001,0.0003,7435,0.05409463495016098
505.03,0.05,386,338,276,130960,67.96339543,0.0003,7559,0.37605705857276917
501.93,0.05,393,339,280,133256,73.26193313,0.0003,7703,0.09320476651191711
498.48,0.05,402,337,284,135736,75.58994838000001,0.0003,7858,0.03191902115941048
497.29,0.05,405,338,288,137192,87.26197457999997,0.0003,7949,0.1505301594734192
491.2,0.05,411,338,292,139304,98.79808790999999,0.0003,8081,0.04256689175963402
489.36,0.05,415,338,296,140780,108.19826516,0.0003,8173,0.030888631939888
486.47,0.05,422,339,300,143260,115.51742274999998,0.0003,8328,0.5080411434173584
476.61,0.05,424,339,304,143992,121.61671445,0.0003,8374,0.07566168904304504
475.25,0.05,429,340,308,146244,141.00631016,0.0003,8515,0.3647835850715637
469.03,0.05,432,341,312,147888,147.63082716,0.0003,8617,0.16213852167129517
470.0,0.05,447,336,316,150368,150.88309138,0.0003,8772,0.2242262214422226
468.9,0.05,453,337,320,152828,161.88213533,0.0003,8926,0.04569877311587334
467.18,0.05,460,337,324,155216,169.02666391000002,0.0003,9075,0.07401302456855774
466.41,0.05,465,337,328,157020,171.65168015999998,0.0003,9188,0.4614783823490143
461.5,0.05,468,337,332,158116,180.78650045000003,0.0003,9257,0.35186249017715454
457.01,0.05,473,337,336,159972,183.81118077000002,0.0003,9373,0.0371929369866848
459.91,0.05,479,337,340,161924,190.95051026,0.0003,9495,0.0434420183300972
469.16,0.05,483,338,344,163648,200.11605751000002,0.0003,9602,0.07494713366031647
470.78,0.05,489,338,348,165484,197.26235749,0.0003,9717,0.020942531526088715
470.15,0.05,499,334,352,167024,194.74026326999999,0.0003,9813,0.20787248015403748
465.67,0.05,501,334,356,167964,194.93779612999998,0.0003,9872,0.7702817916870117
462.29,0.05,508,334,360,170264,191.26021526999997,0.0003,10016,0.2546626031398773
456.77,0.05,512,335,364,171848,194.85883324000002,0.0003,10115,1.3892260789871216
456.58,0.05,517,335,368,173376,194.98093315000006,0.0003,10210,0.04946577548980713
460.19,0.05,522,335,372,175120,198.90105542,0.0003,10319,0.572825014591217
455.35,0.05,527,335,376,176992,194.49169687999998,0.0003,10436,0.6488795876502991
448.26,0.05,529,336,380,178204,189.10195027,0.0003,10512,0.1245678961277008
445.44,0.05,535,337,384,180364,190.35953354,0.0003,10647,0.04408881440758705
443.74,0.05,539,337,388,181860,190.43543783999996,0.0003,10741,0.752491295337677
439.94,0.05,553,332,392,184236,183.58320196000005,0.0003,10889,0.3994503617286682
443.3,0.05,556,332,396,185344,179.25064777,0.0003,10958,0.2275981456041336
435.16,0.05,558,332,400,186012,181.98882687000003,0.0003,11000,0.7048124074935913
441.08,0.05,564,333,404,188068,184.67436985,0.0003,11129,0.3288984000682831
439.25,0.05,570,333,408,190256,190.4445081,0.0003,11265,0.596515953540802
437.33,0.05,572,334,412,191348,189.22097543,0.0003,11334,0.15755288302898407
423.92,0.05,573,334,416,191872,180.38305718,0.0003,11366,0.27263563871383667
414.66,0.05,576,335,420,193288,182.75088300000004,0.0003,11455,0.14972110092639923
406.45,0.05,580,335,424,194928,179.64559527999995,0.0003,11557,0.016513433307409286
401.42,0.05,584,336,428,196676,182.10207162000003,0.0003,11667,0.4520162343978882
403.48,0.05,588,336,432,198216,176.86609500999998,0.0003,11763,2.1378395557403564
