rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/clip_range,train/learning_rate,train/clip_fraction,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/loss,train/n_updates,train/approx_kl
432.92,45,275,373.1952367900001,184320,669,0.1,0.0003,0.236083984375,0.9727492928504944,18.15405243933201,-0.007782351550849853,-1.8506986774504184,7.985209941864014,880,0.0035070828
426.25,46,281,385.95545904,188416,669,0.1,0.0003,0.14923095703125,0.7790850400924683,180.20643349289895,-0.006757320214092033,-1.8542314432561398,40.586761474609375,900,0.002887224
417.45,47,287,392.86246554999997,192512,669,0.1,0.0003,0.13634033203125,0.871268630027771,84.8758712053299,-0.004222040694003226,-1.834515717253089,9.954509735107422,920,0.0037629995
415.1,48,293,398.95367189000007,196608,669,0.1,0.0003,0.114990234375,0.8573816418647766,98.98444300293923,-0.004537268763669999,-1.8386621776968242,11.10168743133545,940,0.0024977562
411.91,49,304,411.52735643,200704,659,0.1,0.0003,0.1346435546875,0.833968460559845,100.9383320659399,-0.006622730781600694,-1.8479185942560434,43.58428955078125,960,0.0030096523
407.02,50,310,416.51248115000004,204800,659,0.1,0.0003,0.19984130859375,0.9692596197128296,11.420169445872308,-0.005990824977925513,-1.8200312599539756,4.79586935043335,980,0.003259869
403.69,51,316,416.30612215,208896,659,0.1,0.0003,0.18553466796875,0.9648059606552124,11.123366403579713,-0.005993033071717946,-1.826712815836072,4.802357196807861,1000,0.0039475015
404.75,52,322,416.21747766999994,212992,659,0.1,0.0003,0.162255859375,0.9250935912132263,25.418385484814642,-0.00838761367049301,-1.8437025301158427,8.062592506408691,1020,0.0034018327
404.26,53,328,415.0499530100001,217088,660,0.1,0.0003,0.13505859375,0.8089752197265625,151.30641067028046,-0.006548891415150138,-1.8306809406727553,51.73685073852539,1040,0.003367213
401.39,54,334,415.2840919899999,221184,660,0.1,0.0003,0.15084228515625,0.9459728598594666,17.30291731059551,-0.00758240696231951,-1.783963716775179,6.733381748199463,1060,0.0034793247
405.76,55,341,421.6820218000001,225280,660,0.1,0.0003,0.1339599609375,0.8531706929206848,88.84475994706153,-0.002746249065239681,-1.7695621863007545,29.417133331298828,1080,0.0019061256
409.62,56,347,423.59860311000006,229376,660,0.1,0.0003,0.15096435546875,0.8959740996360779,24.000620993971825,-0.006578212633030489,-1.763478095829487,6.971235275268555,1100,0.0029827566
414.05,57,353,428.1110944799999,233472,659,0.1,0.0003,0.12720947265625,0.9364442229270935,40.53890095949173,-0.007756290262477705,-1.8305583618581296,11.637089729309082,1120,0.0029369234
408.8,58,359,426.38581254,237568,661,0.1,0.0003,0.1579833984375,0.9525985717773438,16.45106685459614,-0.0058065162229468115,-1.7652135610580444,6.76765251159668,1140,0.0035850303
411.55,59,365,428.68719342,241664,661,0.1,0.0003,0.10546875,0.7839498519897461,116.27264511585236,-0.005119897035910981,-1.743143005296588,47.4840202331543,1160,0.0022436162
411.9,60,371,426.57880387,245760,661,0.1,0.0003,0.1131103515625,0.8741307258605957,43.32319568395614,-0.006591197788293357,-1.754458761587739,15.23875617980957,1180,0.002929831
408.32,61,377,431.09787208,249856,661,0.1,0.0003,0.13541259765625,0.9273208379745483,30.468939220905305,-0.006647363874799339,-1.7422834731638432,13.460549354553223,1200,0.0028602611
400.71,62,383,443.48767949000006,253952,661,0.1,0.0003,0.15743408203125,0.9466267824172974,18.42923931479454,-0.0066060297845979225,-1.733613894507289,5.983185768127441,1220,0.003673073
397.75,63,390,444.42951561999996,258048,661,0.1,0.0003,0.19537353515625,0.9609938859939575,14.15216934978962,-0.004165104790081387,-1.681365991011262,5.012161731719971,1240,0.003956605
386.96,64,395,438.37078950999995,262144,662,0.1,0.0003,0.195849609375,0.9698459506034851,10.44617035984993,-0.006234317828784697,-1.7066833551973104,4.890778064727783,1260,0.003474973
383.57,65,402,443.22664105,266240,662,0.1,0.0003,0.11224365234375,0.6785910129547119,215.7676878809929,-0.005050933292295667,-1.6921494763344527,215.8525848388672,1280,0.0024871763
377.27,66,412,444.82819486,270336,654,0.1,0.0003,0.18524169921875,0.9575234055519104,10.960697743296624,-0.005633192481764126,-1.6708619542419911,4.628870487213135,1300,0.0030572335
381.23,67,418,451.7812064100001,274432,655,0.1,0.0003,0.15880126953125,0.9604634046554565,12.060772150754929,-0.005616803432712913,-1.682070317491889,5.314717769622803,1320,0.0033771703
377.44,68,425,453.84253719000003,278528,655,0.1,0.0003,0.18099365234375,0.9662864804267883,14.296338525414466,-0.006082493577559944,-1.6607894647866488,5.503493309020996,1340,0.0033188958
374.61,69,431,455.5764220499999,282624,655,0.1,0.0003,0.12449951171875,0.9582301378250122,21.505767345428467,-0.006922487376868958,-1.7143343366682529,9.267492294311523,1360,0.0037951232
369.18,70,437,453.73222032999996,286720,655,0.1,0.0003,0.13450927734375,0.9613960981369019,16.20797631442547,-0.005224694649223238,-1.6668357539921999,8.297003746032715,1380,0.0029598714
372.26,71,443,455.68356538,290816,655,0.1,0.0003,0.092822265625,0.7654252052307129,132.20086400210857,-0.002679165342487977,-1.6390179358422756,44.90211868286133,1400,0.0019747927
371.06,72,449,457.18783291,294912,656,0.1,0.0003,0.16744384765625,0.9593343734741211,15.02349123954773,-0.005746972373890458,-1.6440272115170955,5.62723445892334,1420,0.00337575
375.83,73,455,467.79775527000015,299008,656,0.1,0.0003,0.09154052734375,0.7394790649414062,156.58772619366647,-0.003962047131062718,-1.6414320446550845,13.564458847045898,1440,0.0019536298
374.14,74,461,469.31985934999994,303104,657,0.1,0.0003,0.1443603515625,0.9552425742149353,16.234016865491867,-0.004546685099194292,-1.6354891065508128,7.205244064331055,1460,0.0033729896
373.52,75,467,471.6226550100001,307200,657,0.1,0.0003,0.17991943359375,0.9632070660591125,14.890760654211045,-0.005453593118363642,-1.6259502355009317,7.182746887207031,1480,0.0030343407
369.67,76,473,473.43824696,311296,657,0.1,0.0003,0.147607421875,0.9539390206336975,16.216133230924605,-0.004084303933632327,-1.627242437377572,6.575626850128174,1500,0.0030430935
368.94,77,479,471.8121588700001,315392,657,0.1,0.0003,0.157421875,0.9638410210609436,15.257448622584343,-0.006629703641374362,-1.6060790475457907,7.337534427642822,1520,0.0028898802
364.64,78,484,478.16048098000005,319488,659,0.1,0.0003,0.1100341796875,0.804639458656311,126.86501259207725,-0.0027963189026195324,-1.6183613307774067,20.511579513549805,1540,0.0023204465
363.07,79,491,476.21205177999997,323584,658,0.1,0.0003,0.20133056640625,0.975488007068634,8.766471627354623,-0.005114276035601506,-1.6319920986890792,4.25147008895874,1560,0.0042389412
362.1,80,497,476.26788254999997,327680,658,0.1,0.0003,0.078857421875,0.6324523091316223,285.19553500413895,-0.0035602825144451346,-1.6439156815409661,172.89723205566406,1580,0.001432451
364.52,81,503,481.35706812999996,331776,659,0.1,0.0003,0.18328857421875,0.944640576839447,17.24374686777592,-0.004932178115268471,-1.6594994798302651,8.96804141998291,1600,0.003618491
366.57,82,513,481.35320518000003,335872,654,0.1,0.0003,0.1907470703125,0.9700152277946472,12.832613581418991,-0.0027454426279291512,-1.6621599659323691,6.7359161376953125,1620,0.0075107743
368.0,83,519,481.02072728,339968,654,0.1,0.0003,0.14263916015625,0.9698317050933838,13.246249869465828,-0.005128566464190953,-1.6385859645903111,5.718770980834961,1640,0.003243961
369.96,84,525,481.65658542,344064,654,0.1,0.0003,0.12374267578125,0.9716562032699585,13.017341753840446,-0.0034976866794750095,-1.6687465067952871,5.969305992126465,1660,0.0020693676
371.97,85,531,481.24980078,348160,654,0.1,0.0003,0.13045654296875,0.9630204439163208,14.777180060744286,-0.004513030605448875,-1.659747765213251,5.941636085510254,1680,0.0026670713
373.47,86,536,484.67862026999995,352256,655,0.1,0.0003,0.14508056640625,0.9701645970344543,13.507416543364524,-0.0038322095570038073,-1.6508745044469832,5.079813003540039,1700,0.0023095158
374.42,87,543,485.11809225999997,356352,655,0.1,0.0003,0.15328369140625,0.966717004776001,16.466045024991036,-0.004773692887101788,-1.6377260744571687,7.71018648147583,1720,0.0032611645
374.6,88,549,486.37167257999994,360448,656,0.1,0.0003,0.166552734375,0.9699307680130005,13.427000945806503,-0.0046237150305387335,-1.6404173873364924,5.652347564697266,1740,0.0058284705
383.05,89,554,496.70149430999993,364544,657,0.1,0.0003,0.11195068359375,0.966060996055603,19.542576202750205,-0.004117648764440674,-1.6719202302396297,7.970799922943115,1760,0.00278122
383.49,90,560,497.90715478,368640,657,0.1,0.0003,0.1412109375,0.9680300951004028,15.181182572245598,-0.004099285481788684,-1.6570129286497832,6.241556167602539,1780,0.005744485
383.14,91,566,499.6853241300001,372736,658,0.1,0.0003,0.1721923828125,0.9709043502807617,13.595005598664283,-0.00471161997593299,-1.6549808714538812,5.744621753692627,1800,0.00327115
380.13,92,572,494.3843133700001,376832,658,0.1,0.0003,0.1486572265625,0.9752258062362671,12.583908349275589,-0.004059682854131097,-1.6439036298543215,4.983304977416992,1820,0.0032332074
379.32,93,578,496.16860285999996,380928,658,0.1,0.0003,0.11793212890625,0.8477611541748047,98.39841247797013,-0.003517394050868461,-1.6744351260364057,11.60349178314209,1840,0.0022269215
378.39,94,584,498.76986946,385024,659,0.1,0.0003,0.15382080078125,0.968798816204071,12.763719177246093,-0.006257748689677101,-1.6227263934910297,5.926611423492432,1860,0.003265154
373.7,95,590,496.16561343999996,389120,659,0.1,0.0003,0.1572998046875,0.9678075909614563,13.968004241585732,-0.004888036799093243,-1.6273164507001638,6.138918876647949,1880,0.0036874195
373.5,96,596,498.02989176999995,393216,659,0.1,0.0003,0.12103271484375,0.8345910310745239,98.41164311766624,-0.0026413923133077333,-1.605123135820031,81.24053192138672,1900,0.0023240014
374.32,97,601,494.15623822000003,397312,660,0.1,0.0003,0.15931396484375,0.9683523178100586,12.983894127607346,-0.0037527552674873734,-1.636756256967783,6.9978485107421875,1920,0.0025133817
374.38,98,611,494.8631710099999,401408,656,0.1,0.0003,0.103955078125,0.8115890622138977,143.85258154273032,-0.004040098252153257,-1.6260119315236807,22.63745880126953,1940,0.0032158624
374.63,99,617,497.07845812,405504,656,0.1,0.0003,0.17264404296875,0.9678141474723816,14.514885595440864,-0.004829378378053662,-1.6308732159435748,5.264469146728516,1960,0.0037682839
375.36,100,623,498.4977074,409600,656,0.1,0.0003,0.14837646484375,0.978215754032135,10.993226905167102,-0.003676601205370389,-1.6195060778409243,4.013230800628662,1980,0.0029176837
379.91,101,629,505.69587675,413696,656,0.1,0.0003,0.1611083984375,0.9703876376152039,12.951068010926246,-0.004852451867554919,-1.6200425814837218,5.162445068359375,2000,0.0028849724
382.64,102,635,506.71790521,417792,657,0.1,0.0003,0.1469970703125,0.9671485424041748,14.986345463991166,-0.004512050509947585,-1.6357889097183942,6.211689472198486,2020,0.0028667133
384.73,103,641,507.10652132,421888,657,0.1,0.0003,0.1434814453125,0.973734438419342,16.92967626452446,-0.005064276940538548,-1.622736182808876,7.056036472320557,2040,0.0027828198
383.28,104,647,507.86553123,425984,658,0.1,0.0003,0.1813720703125,0.9733558893203735,14.149485835433007,-0.003933277347823605,-1.6069638215005397,4.691908836364746,2060,0.0051727737
390.92,105,653,511.8837485,430080,658,0.1,0.0003,0.1757080078125,0.9661849141120911,14.910776963829994,-0.005587997950351564,-1.584606358781457,6.338274002075195,2080,0.00327235
391.34,106,659,517.07300044,434176,658,0.1,0.0003,0.1380615234375,0.9684576392173767,16.630230382084846,-0.00411045275068318,-1.6119749065488578,7.318592071533203,2100,0.0030779988
389.02,107,665,517.9949690200001,438272,658,0.1,0.0003,0.15753173828125,0.9720044136047363,15.04891496002674,-0.003781254169734893,-1.5749128807336092,5.631461143493652,2120,0.0031520827
381.33,108,670,512.64972595,442368,659,0.1,0.0003,0.14439697265625,0.9702572226524353,15.453864949941636,-0.004866646864684299,-1.5965351238846779,5.6236395835876465,2140,0.0030227848
381.8,109,676,512.4533333400001,446464,659,0.1,0.0003,0.12318115234375,0.7762174010276794,166.94499669075012,-0.005058304978592787,-1.564720156416297,148.46385192871094,2160,0.0028408342
381.39,110,682,512.5944806900002,450560,659,0.1,0.0003,0.1593505859375,0.9536961317062378,18.359661769866943,-0.0031611372869519982,-1.575861506909132,6.662533283233643,2180,0.003588767
379.63,111,689,509.04052269,454656,659,0.1,0.0003,0.139892578125,0.9608083367347717,21.696783104538916,-0.004621702657459537,-1.5886959206312894,8.301142692565918,2200,0.0026608203
380.56,112,695,509.71356167,458752,659,0.1,0.0003,0.1227783203125,0.7848347425460815,165.9903522014618,-0.003310758600127883,-1.5872375600039959,15.856905937194824,2220,0.0023371195
378.06,113,701,507.55708826,462848,660,0.1,0.0003,0.1291015625,0.9594492316246033,18.216134709119796,-0.004144064193678787,-1.5864164382219315,6.273163795471191,2240,0.0027961025
373.53,114,711,508.23615113,466944,656,0.1,0.0003,0.13223876953125,0.8492440581321716,91.1224100381136,-0.004290770696024992,-1.5699616588652134,53.512603759765625,2260,0.0034671496
374.78,115,717,507.72894755999994,471040,656,0.1,0.0003,0.15369873046875,0.9615849256515503,14.549985787272453,-0.0029215214992291292,-1.541165804490447,5.787286758422852,2280,0.005846211
372.2,116,723,506.08074680999994,475136,656,0.1,0.0003,0.14957275390625,0.9720838069915771,13.506828275322913,-0.004185430419602199,-1.5513195957988501,5.618925094604492,2300,0.0036750543
379.11,117,729,508.41655384000006,479232,657,0.1,0.0003,0.20130615234375,0.9740562438964844,11.917827650904655,-0.004586999725142959,-1.55526333861053,5.169950008392334,2320,0.0036403718
379.15,118,735,507.49039365000004,483328,657,0.1,0.0003,0.146630859375,0.7842007279396057,142.58891208767892,-0.003918467164476169,-1.5561147391796113,23.293251037597656,2340,0.003183116
377.57,119,741,505.89279817000005,487424,657,0.1,0.0003,0.1602783203125,0.9497206211090088,18.218261942267418,-0.003704494669364067,-1.5440893180668354,6.051332473754883,2360,0.0045726616
374.74,120,747,511.10533878,491520,657,0.1,0.0003,0.1261474609375,0.9291761517524719,18.653873640298844,-0.0048904015948210144,-1.565870351716876,6.240484714508057,2380,0.0023156358
372.02,121,753,510.95126605999997,495616,658,0.1,0.0003,0.1596923828125,0.9755131006240845,13.017867502570152,-0.0035085124880424702,-1.5482795670628549,5.921389102935791,2400,0.0026978937
370.15,122,759,513.92837858,499712,658,0.1,0.0003,0.13609619140625,0.9631919860839844,14.486566415429115,-0.005894388498199987,-1.550339622795582,5.305083274841309,2420,0.0033615977
372.52,123,765,514.6067040100002,503808,658,0.1,0.0003,0.15614013671875,0.9702508449554443,14.828456977009774,-0.005165417640455416,-1.5502834130078553,5.781238555908203,2440,0.003488732
370.96,124,771,516.17027364,507904,658,0.1,0.0003,0.15797119140625,0.9762384295463562,12.706322041153907,-0.005134569796791766,-1.531930761411786,5.590004920959473,2460,0.002288015
368.17,125,777,508.02371239,512000,658,0.1,0.0003,0.141015625,0.9743972420692444,13.735185131430626,-0.003104128824634245,-1.5452449578791856,5.820793151855469,2480,0.0022174837
364.69,126,782,506.65912562000005,516096,659,0.1,0.0003,0.08099365234375,0.688226580619812,281.54476152658464,-0.0038435181988461407,-1.5489943865686655,61.34309768676758,2500,0.0019796696
364.43,127,789,508.19172734,520192,659,0.1,0.0003,0.10098876953125,0.8403448462486267,111.06706787347794,-0.003528599974924873,-1.5229937646538019,60.5071907043457,2520,0.002248956
359.05,128,795,506.44381412,524288,659,0.1,0.0003,0.16070556640625,0.9645776748657227,15.83819826245308,-0.0027161013676959556,-1.5296177584677935,8.10140323638916,2540,0.0027374383
357.17,129,801,506.0028618,528384,659,0.1,0.0003,0.1268798828125,0.7940447926521301,133.5018680512905,-0.003597357980470406,-1.5219499342143537,42.213462829589844,2560,0.0022020359
358.54,130,807,507.81247240000005,532480,659,0.1,0.0003,0.1786865234375,0.9683232307434082,11.165776059031487,-0.002969730437325779,-1.5087139677256345,4.419713973999023,2580,0.003446489
358.25,131,817,508.27257675,536576,656,0.1,0.0003,0.16075439453125,0.9727529883384705,13.574492344260216,-0.003439382597571239,-1.5027410183101892,5.633522987365723,2600,0.002894714
362.64,132,823,507.7214044099999,540672,656,0.1,0.0003,0.158154296875,0.9717686176300049,15.969707033038139,-0.005231706410268089,-1.5370077423751354,5.903912544250488,2620,0.002895166
361.94,133,829,506.9170280999999,544768,656,0.1,0.0003,0.1435546875,0.9701045155525208,17.343209326267242,-0.002880631482548779,-1.5440824080258608,9.390087127685547,2640,0.0030259034
368.47,134,835,516.66828912,548864,657,0.1,0.0003,0.1424072265625,0.9698733687400818,17.472122555971147,-0.004390841625718167,-1.5240616519004107,7.005594253540039,2660,0.0024177092
367.56,135,840,523.20462602,552960,657,0.1,0.0003,0.1413818359375,0.9730740785598755,18.341169694066046,-0.0037374581894255242,-1.5245263937860727,7.379972457885742,2680,0.0019963696
368.15,136,846,523.24446382,557056,658,0.1,0.0003,0.16358642578125,0.9759863615036011,12.677085301280021,-0.004563694747776026,-1.518175510317087,5.799524307250977,2700,0.002175589
369.93,137,852,528.60619836,561152,657,0.1,0.0003,0.16527099609375,0.9721280932426453,13.08007145524025,-0.002992862870087265,-1.5045035682618617,4.711010456085205,2720,0.004230708
372.3,138,859,528.94880369,565248,657,0.1,0.0003,0.156787109375,0.9777306318283081,13.516509482264519,-0.004235563433394418,-1.536946227774024,4.436663627624512,2740,0.0024954083
371.81,139,865,525.37203749,569344,658,0.1,0.0003,0.13233642578125,0.9767600893974304,14.452743265032769,-0.004488235904136673,-1.543093094229698,6.279657363891602,2760,0.0027247404
370.66,140,871,525.53441102,573440,658,0.1,0.0003,0.12633056640625,0.7476840019226074,184.36518616080284,-0.0033749754809832668,-1.5123565956950187,65.8449935913086,2780,0.0036450895
366.03,141,877,525.6909027300001,577536,658,0.1,0.0003,0.19588623046875,0.9735184907913208,13.087041667103767,-0.002830001244728919,-1.4965332183986901,5.05499792098999,2800,0.0032874658
360.68,142,883,521.55205514,581632,658,0.1,0.0003,0.1941650390625,0.9811592698097229,8.252921372652054,-0.0036998142528318566,-1.482146455720067,2.827064037322998,2820,0.003998
361.34,143,889,519.0605750899999,585728,658,0.1,0.0003,0.1470703125,0.6984447836875916,265.3203212738037,-0.004937313313712366,-1.514925430342555,92.02652740478516,2840,0.0033889571
357.9,144,895,509.58921601000003,589824,659,0.1,0.0003,0.10731201171875,0.8543264269828796,134.73563489615918,-0.003901273293013219,-1.520076498389244,12.691797256469727,2860,0.0022405316
357.97,145,900,502.7217150699999,593920,659,0.1,0.0003,0.102734375,0.6843472719192505,297.926887178421,-0.004114994385599857,-1.5410162679851056,45.58987808227539,2880,0.003048962
354.19,146,906,502.1836253999999,598016,659,0.1,0.0003,0.14156494140625,0.8724291324615479,107.00562345981598,-0.004177799645549385,-1.5130331221967936,7.511168956756592,2900,0.0027059224
356.33,147,915,504.62377974000003,602112,657,0.1,0.0003,0.17620849609375,0.9561686515808105,16.51927414238453,-0.002670493030018406,-1.5204502325505018,6.250300407409668,2920,0.00628144
359.58,148,921,502.5580086899999,606208,657,0.1,0.0003,0.16834716796875,0.9702466130256653,16.67066759765148,-0.0036847715400654124,-1.5432294271886349,5.549185752868652,2940,0.00353011
361.42,149,927,500.67618762,610304,657,0.1,0.0003,0.1642333984375,0.9742374420166016,13.210161021351814,-0.002849108997907024,-1.5328324239701032,5.195136070251465,2960,0.0033476236
363.5,150,933,500.29499964999997,614400,658,0.1,0.0003,0.1743896484375,0.9634847044944763,18.583272406458853,-0.005811199013987789,-1.5330028332769872,8.543143272399902,2980,0.0041235667
