timesteps,mean_return,std_return,success_rate,mean_miss,flight_time,battery_left
0,-458.31,69.84,0.0,nan,17.1,0.887
10000,-626.92,469.17,0.0,nan,50.41,0.7
20000,-626.92,469.17,0.0,nan,50.41,0.7
30000,-626.92,469.17,0.0,nan,50.41,0.7
40000,-626.92,469.17,0.0,nan,50.41,0.7
50000,-626.92,469.17,0.0,nan,50.41,0.7
60000,-626.92,469.17,0.0,nan,50.41,0.7
70000,-626.92,469.17,0.0,nan,50.41,0.7
80000,-626.92,469.17,0.0,nan,50.41,0.7
90000,-626.92,469.17,0.0,nan,50.41,0.7
100000,-626.92,469.17,0.0,nan,50.41,0.7
110000,-626.92,469.17,0.0,nan,50.41,0.7
120000,-626.92,469.17,0.0,nan,50.41,0.7
130000,-626.92,469.17,0.0,nan,50.41,0.7
140000,-626.92,469.17,0.0,nan,50.41,0.7
150000,-626.92,469.17,0.0,nan,50.41,0.7
160000,-626.92,469.17,0.0,nan,50.41,0.7
170000,-626.92,469.17,0.0,nan,50.41,0.7
180000,-626.92,469.17,0.0,nan,50.41,0.7
190000,-626.92,469.17,0.0,nan,50.41,0.7
200000,-626.92,469.17,0.0,nan,50.41,0.7
200000,-626.92,469.17,0.0,nan,50.41,0.7
