rollout/ep_len_mean,rollout/exploration_rate,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
304.5,0.9758225,6,323,4,2036,-699.1180005,,,
296.375,0.9665125,6,423,8,2820,-443.452639125,,,
404.25,0.9370625000000001,7,673,12,5300,-370.6723635,0.0003,19,0.3886162042617798
390.5,0.9183950000000001,9,763,16,6872,-338.294000125,0.0003,117,0.2165449857711792
392.25,0.8934099999999999,10,851,20,8976,-312.2080641,0.0003,248,0.08147481083869934
396.5416666666667,0.8805850000000001,11,885,24,10056,-324.41864795833334,0.0003,316,0.37951743602752686
399.35714285714283,0.852845,13,945,28,12392,-307.63255674999994,0.0003,462,0.14782936871051788
398.59375,0.84515,13,959,32,13040,-321.47461784375,0.0003,502,0.10552217811346054
389.47222222222223,0.8255800000000001,14,994,36,14688,-303.09712755555563,0.0003,605,0.18825125694274902
386.825,0.804585,16,1025,40,16456,-294.004210275,0.0003,716,0.5201005935668945
402.65909090909093,0.7815000000000001,22,803,44,18400,-294.73360456818176,0.0003,837,0.1455477625131607
416.9791666666667,0.7520499999999999,24,846,48,20880,-285.90205575,0.0003,992,0.081470787525177
411.11538461538464,0.737325,25,864,52,22120,-270.937261826923,0.0003,1070,0.2130557894706726
426.01785714285717,0.707875,27,894,56,24600,-262.40971314285713,0.0003,1225,0.2573837637901306
423.9166666666667,0.6927699999999999,28,908,60,25872,-255.49696263333334,0.0003,1304,0.10654166340827942
422.9375,0.66883,30,927,64,27888,-249.027147953125,0.0003,1430,0.44941285252571106
417.94117647058823,0.6583800000000002,30,937,68,28768,-239.95675804411763,0.0003,1485,0.24317245185375214
417.65277777777777,0.6342025,32,959,72,30804,-231.83289162500003,0.0003,1613,0.07803505659103394
414.39473684210526,0.6125424999999999,33,977,76,32628,-224.5767232236842,0.0003,1727,0.11321607977151871
416.9625,0.5977700000000001,38,880,80,33872,-223.062707175,0.0003,1804,0.16393394768238068
419.9642857142857,0.5683199999999999,40,903,84,36352,-213.58662585714288,0.0003,1959,0.08106087148189545
423.1363636363636,0.5460900000000002,41,919,88,38224,-209.24658889772726,0.0003,2076,0.4020100235939026
431.69565217391306,0.51664,43,939,92,40704,-202.93903114130433,0.0003,2231,0.4721207022666931
436.03125,0.4947425,44,954,96,42548,-196.57254369791667,0.0003,2347,0.37692391872406006
434.95,0.4683799999999999,46,968,100,44768,-191.10946941000003,0.0003,2485,0.11121869087219238
